chr|end|exon_id|exon_number|gene_id|id|source|source_url|start|transcript_id
chr1|24891|ENSE00004246250|2|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831248
chr1|18366|ENSE00004246412|3|ENSEMBL:ENSG00000310526|ENSE00004246412|GENCODE|https://www.gencodegenes.org/human/|18268|ENSEMBL:ENST00000831248
chr1|18061|ENSE00004246474|4|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831248
chr1|17742|ENSE00004246594|5|ENSEMBL:ENSG00000310526|ENSE00004246594|GENCODE|https://www.gencodegenes.org/human/|17606|ENSEMBL:ENST00000831248
chr1|17055|ENSE00004246441|6|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831248
chr1|16765|ENSE00004246508|7|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831248
chr1|15947|ENSE00004246557|8|ENSEMBL:ENSG00000310526|ENSE00004246557|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831248
chr1|15038|ENSE00004246326|9|ENSEMBL:ENSG00000310526|ENSE00004246326|GENCODE|https://www.gencodegenes.org/human/|14970|ENSEMBL:ENST00000831248
chr1|14829|ENSE00004246334|10|ENSEMBL:ENSG00000310526|ENSE00004246334|GENCODE|https://www.gencodegenes.org/human/|14400|ENSEMBL:ENST00000831248
chr1|29366|ENSE00004246590|1|ENSEMBL:ENSG00000310526|ENSE00004246590|GENCODE|https://www.gencodegenes.org/human/|29321|ENSEMBL:ENST00000831222
chr1|18061|ENSE00004246474|2|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831222
chr1|17742|ENSE00004246594|3|ENSEMBL:ENSG00000310526|ENSE00004246594|GENCODE|https://www.gencodegenes.org/human/|17606|ENSEMBL:ENST00000831222
chr1|17368|ENSE00004246240|4|ENSEMBL:ENSG00000310526|ENSE00004246240|GENCODE|https://www.gencodegenes.org/human/|17233|ENSEMBL:ENST00000831222
chr1|17055|ENSE00004246514|5|ENSEMBL:ENSG00000310526|ENSE00004246514|GENCODE|https://www.gencodegenes.org/human/|16854|ENSEMBL:ENST00000831222
chr1|16765|ENSE00004246508|6|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831222
chr1|15947|ENSE00004246557|7|ENSEMBL:ENSG00000310526|ENSE00004246557|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831222
chr1|15038|ENSE00004246326|8|ENSEMBL:ENSG00000310526|ENSE00004246326|GENCODE|https://www.gencodegenes.org/human/|14970|ENSEMBL:ENST00000831222
chr1|14829|ENSE00004246334|9|ENSEMBL:ENSG00000310526|ENSE00004246334|GENCODE|https://www.gencodegenes.org/human/|14400|ENSEMBL:ENST00000831222
chr1|29366|ENSE00004246590|1|ENSEMBL:ENSG00000310526|ENSE00004246590|GENCODE|https://www.gencodegenes.org/human/|29321|ENSEMBL:ENST00000831225
chr1|18061|ENSE00004246474|2|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831225
chr1|17055|ENSE00004246441|3|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831225
chr1|16765|ENSE00004246508|4|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831225
chr1|15947|ENSE00004246557|5|ENSEMBL:ENSG00000310526|ENSE00004246557|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831225
chr1|14829|ENSE00004246334|6|ENSEMBL:ENSG00000310526|ENSE00004246334|GENCODE|https://www.gencodegenes.org/human/|14400|ENSEMBL:ENST00000831225
chr1|29366|ENSE00004246590|1|ENSEMBL:ENSG00000310526|ENSE00004246590|GENCODE|https://www.gencodegenes.org/human/|29321|ENSEMBL:ENST00000831228
chr1|18369|ENSE00004246477|2|ENSEMBL:ENSG00000310526|ENSE00004246477|GENCODE|https://www.gencodegenes.org/human/|18268|ENSEMBL:ENST00000831228
chr1|18061|ENSE00004246474|3|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831228
chr1|17742|ENSE00004246594|4|ENSEMBL:ENSG00000310526|ENSE00004246594|GENCODE|https://www.gencodegenes.org/human/|17606|ENSEMBL:ENST00000831228
chr1|17368|ENSE00004246240|5|ENSEMBL:ENSG00000310526|ENSE00004246240|GENCODE|https://www.gencodegenes.org/human/|17233|ENSEMBL:ENST00000831228
chr1|17055|ENSE00004246441|6|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831228
chr1|16765|ENSE00004246508|7|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831228
chr1|15947|ENSE00004246557|8|ENSEMBL:ENSG00000310526|ENSE00004246557|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831228
chr1|15038|ENSE00004246326|9|ENSEMBL:ENSG00000310526|ENSE00004246326|GENCODE|https://www.gencodegenes.org/human/|14970|ENSEMBL:ENST00000831228
chr1|14829|ENSE00004246334|10|ENSEMBL:ENSG00000310526|ENSE00004246334|GENCODE|https://www.gencodegenes.org/human/|14400|ENSEMBL:ENST00000831228
chr1|29366|ENSE00004246590|1|ENSEMBL:ENSG00000310526|ENSE00004246590|GENCODE|https://www.gencodegenes.org/human/|29321|ENSEMBL:ENST00000831229
chr1|24891|ENSE00004246250|2|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831229
chr1|18366|ENSE00004246412|3|ENSEMBL:ENSG00000310526|ENSE00004246412|GENCODE|https://www.gencodegenes.org/human/|18268|ENSEMBL:ENST00000831229
chr1|18061|ENSE00004246474|4|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831229
chr1|17742|ENSE00004246579|5|ENSEMBL:ENSG00000310526|ENSE00004246579|GENCODE|https://www.gencodegenes.org/human/|17233|ENSEMBL:ENST00000831229
chr1|17055|ENSE00004246441|6|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831229
chr1|16765|ENSE00004246508|7|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831229
chr1|15947|ENSE00004246557|8|ENSEMBL:ENSG00000310526|ENSE00004246557|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831229
chr1|15038|ENSE00004246326|9|ENSEMBL:ENSG00000310526|ENSE00004246326|GENCODE|https://www.gencodegenes.org/human/|14970|ENSEMBL:ENST00000831229
chr1|14829|ENSE00004246334|10|ENSEMBL:ENSG00000310526|ENSE00004246334|GENCODE|https://www.gencodegenes.org/human/|14400|ENSEMBL:ENST00000831229
chr1|29366|ENSE00004246590|1|ENSEMBL:ENSG00000310526|ENSE00004246590|GENCODE|https://www.gencodegenes.org/human/|29321|ENSEMBL:ENST00000831230
chr1|24891|ENSE00004246250|2|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831230
chr1|18061|ENSE00004246474|3|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831230
chr1|17742|ENSE00004246579|4|ENSEMBL:ENSG00000310526|ENSE00004246579|GENCODE|https://www.gencodegenes.org/human/|17233|ENSEMBL:ENST00000831230
chr1|17055|ENSE00004246441|5|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831230
chr1|16765|ENSE00004246508|6|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831230
chr1|15947|ENSE00004246557|7|ENSEMBL:ENSG00000310526|ENSE00004246557|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831230
chr1|15038|ENSE00004246326|8|ENSEMBL:ENSG00000310526|ENSE00004246326|GENCODE|https://www.gencodegenes.org/human/|14970|ENSEMBL:ENST00000831230
chr1|14829|ENSE00004246334|9|ENSEMBL:ENSG00000310526|ENSE00004246334|GENCODE|https://www.gencodegenes.org/human/|14400|ENSEMBL:ENST00000831230
chr1|29366|ENSE00004246590|1|ENSEMBL:ENSG00000310526|ENSE00004246590|GENCODE|https://www.gencodegenes.org/human/|29321|ENSEMBL:ENST00000831231
chr1|24891|ENSE00004246250|2|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831231
chr1|18366|ENSE00004246412|3|ENSEMBL:ENSG00000310526|ENSE00004246412|GENCODE|https://www.gencodegenes.org/human/|18268|ENSEMBL:ENST00000831231
chr1|18061|ENSE00004246474|4|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831231
chr1|17742|ENSE00004246594|5|ENSEMBL:ENSG00000310526|ENSE00004246594|GENCODE|https://www.gencodegenes.org/human/|17606|ENSEMBL:ENST00000831231
chr1|17368|ENSE00004246240|6|ENSEMBL:ENSG00000310526|ENSE00004246240|GENCODE|https://www.gencodegenes.org/human/|17233|ENSEMBL:ENST00000831231
chr1|17055|ENSE00004246441|7|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831231
chr1|16765|ENSE00004246508|8|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831231
chr1|15947|ENSE00004246557|9|ENSEMBL:ENSG00000310526|ENSE00004246557|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831231
chr1|14829|ENSE00004246334|10|ENSEMBL:ENSG00000310526|ENSE00004246334|GENCODE|https://www.gencodegenes.org/human/|14400|ENSEMBL:ENST00000831231
chr1|29366|ENSE00004246590|1|ENSEMBL:ENSG00000310526|ENSE00004246590|GENCODE|https://www.gencodegenes.org/human/|29321|ENSEMBL:ENST00000831232
chr1|18061|ENSE00004246474|2|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831232
chr1|17742|ENSE00004246594|3|ENSEMBL:ENSG00000310526|ENSE00004246594|GENCODE|https://www.gencodegenes.org/human/|17606|ENSEMBL:ENST00000831232
chr1|17055|ENSE00004246514|4|ENSEMBL:ENSG00000310526|ENSE00004246514|GENCODE|https://www.gencodegenes.org/human/|16854|ENSEMBL:ENST00000831232
chr1|16765|ENSE00004246508|5|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831232
chr1|15947|ENSE00004246557|6|ENSEMBL:ENSG00000310526|ENSE00004246557|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831232
chr1|15038|ENSE00004246326|7|ENSEMBL:ENSG00000310526|ENSE00004246326|GENCODE|https://www.gencodegenes.org/human/|14970|ENSEMBL:ENST00000831232
chr1|14829|ENSE00004246334|8|ENSEMBL:ENSG00000310526|ENSE00004246334|GENCODE|https://www.gencodegenes.org/human/|14400|ENSEMBL:ENST00000831232
chr1|29367|ENSE00004246212|1|ENSEMBL:ENSG00000310526|ENSE00004246212|GENCODE|https://www.gencodegenes.org/human/|29321|ENSEMBL:ENST00000831219
chr1|24891|ENSE00004246250|2|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831219
chr1|18366|ENSE00004246412|3|ENSEMBL:ENSG00000310526|ENSE00004246412|GENCODE|https://www.gencodegenes.org/human/|18268|ENSEMBL:ENST00000831219
chr1|18061|ENSE00004246474|4|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831219
chr1|17742|ENSE00004246594|5|ENSEMBL:ENSG00000310526|ENSE00004246594|GENCODE|https://www.gencodegenes.org/human/|17606|ENSEMBL:ENST00000831219
chr1|17368|ENSE00004246240|6|ENSEMBL:ENSG00000310526|ENSE00004246240|GENCODE|https://www.gencodegenes.org/human/|17233|ENSEMBL:ENST00000831219
chr1|17055|ENSE00004246514|7|ENSEMBL:ENSG00000310526|ENSE00004246514|GENCODE|https://www.gencodegenes.org/human/|16854|ENSEMBL:ENST00000831219
chr1|16765|ENSE00004246508|8|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831219
chr1|15947|ENSE00004246557|9|ENSEMBL:ENSG00000310526|ENSE00004246557|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831219
chr1|15038|ENSE00004246326|10|ENSEMBL:ENSG00000310526|ENSE00004246326|GENCODE|https://www.gencodegenes.org/human/|14970|ENSEMBL:ENST00000831219
chr1|14829|ENSE00004246334|11|ENSEMBL:ENSG00000310526|ENSE00004246334|GENCODE|https://www.gencodegenes.org/human/|14400|ENSEMBL:ENST00000831219
chr1|29368|ENSE00004246534|1|ENSEMBL:ENSG00000310526|ENSE00004246534|GENCODE|https://www.gencodegenes.org/human/|29321|ENSEMBL:ENST00000831218
chr1|18061|ENSE00004246474|2|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831218
chr1|17742|ENSE00004246594|3|ENSEMBL:ENSG00000310526|ENSE00004246594|GENCODE|https://www.gencodegenes.org/human/|17606|ENSEMBL:ENST00000831218
chr1|17368|ENSE00004246240|4|ENSEMBL:ENSG00000310526|ENSE00004246240|GENCODE|https://www.gencodegenes.org/human/|17233|ENSEMBL:ENST00000831218
chr1|17055|ENSE00004246441|5|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831218
chr1|16765|ENSE00004246338|6|ENSEMBL:ENSG00000310526|ENSE00004246338|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831218
chr1|15038|ENSE00004246326|7|ENSEMBL:ENSG00000310526|ENSE00004246326|GENCODE|https://www.gencodegenes.org/human/|14970|ENSEMBL:ENST00000831218
chr1|14829|ENSE00004246334|8|ENSEMBL:ENSG00000310526|ENSE00004246334|GENCODE|https://www.gencodegenes.org/human/|14400|ENSEMBL:ENST00000831218
chr1|29390|ENSE00004246498|1|ENSEMBL:ENSG00000310526|ENSE00004246498|GENCODE|https://www.gencodegenes.org/human/|29321|ENSEMBL:ENST00000831414
chr1|24891|ENSE00004246250|2|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831414
chr1|18366|ENSE00004246412|3|ENSEMBL:ENSG00000310526|ENSE00004246412|GENCODE|https://www.gencodegenes.org/human/|18268|ENSEMBL:ENST00000831414
chr1|18061|ENSE00004246474|4|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831414
chr1|17742|ENSE00004246594|5|ENSEMBL:ENSG00000310526|ENSE00004246594|GENCODE|https://www.gencodegenes.org/human/|17606|ENSEMBL:ENST00000831414
chr1|17368|ENSE00004246240|6|ENSEMBL:ENSG00000310526|ENSE00004246240|GENCODE|https://www.gencodegenes.org/human/|17233|ENSEMBL:ENST00000831414
chr1|17055|ENSE00004246441|7|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831414
chr1|16765|ENSE00004246338|8|ENSEMBL:ENSG00000310526|ENSE00004246338|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831414
chr1|15038|ENSE00004246326|9|ENSEMBL:ENSG00000310526|ENSE00004246326|GENCODE|https://www.gencodegenes.org/human/|14970|ENSEMBL:ENST00000831414
chr1|14829|ENSE00004246334|10|ENSEMBL:ENSG00000310526|ENSE00004246334|GENCODE|https://www.gencodegenes.org/human/|14400|ENSEMBL:ENST00000831414
chr1|29350|ENSE00004246243|1|ENSEMBL:ENSG00000310526|ENSE00004246243|GENCODE|https://www.gencodegenes.org/human/|29321|ENSEMBL:ENST00000831359
chr1|24891|ENSE00004246250|2|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831359
chr1|18061|ENSE00004246474|3|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831359
chr1|17055|ENSE00004246441|4|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831359
chr1|16765|ENSE00004246508|5|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831359
chr1|15947|ENSE00004246268|6|ENSEMBL:ENSG00000310526|ENSE00004246268|GENCODE|https://www.gencodegenes.org/human/|14403|ENSEMBL:ENST00000831359
chr1|29359|ENSE00004246232|1|ENSEMBL:ENSG00000310526|ENSE00004246232|GENCODE|https://www.gencodegenes.org/human/|29321|ENSEMBL:ENST00000831279
chr1|24891|ENSE00004246250|2|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831279
chr1|18366|ENSE00004246412|3|ENSEMBL:ENSG00000310526|ENSE00004246412|GENCODE|https://www.gencodegenes.org/human/|18268|ENSEMBL:ENST00000831279
chr1|18061|ENSE00004246474|4|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831279
chr1|17742|ENSE00004246594|5|ENSEMBL:ENSG00000310526|ENSE00004246594|GENCODE|https://www.gencodegenes.org/human/|17606|ENSEMBL:ENST00000831279
chr1|17368|ENSE00004246240|6|ENSEMBL:ENSG00000310526|ENSE00004246240|GENCODE|https://www.gencodegenes.org/human/|17233|ENSEMBL:ENST00000831279
chr1|17055|ENSE00004246441|7|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831279
chr1|16765|ENSE00004246508|8|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831279
chr1|14829|ENSE00004246524|9|ENSEMBL:ENSG00000310526|ENSE00004246524|GENCODE|https://www.gencodegenes.org/human/|14403|ENSEMBL:ENST00000831279
chr1|18362|ENSE00004246597|1|ENSEMBL:ENSG00000310526|ENSE00004246597|GENCODE|https://www.gencodegenes.org/human/|18268|ENSEMBL:ENST00000831738
chr1|18061|ENSE00004246474|2|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831738
chr1|17742|ENSE00004246594|3|ENSEMBL:ENSG00000310526|ENSE00004246594|GENCODE|https://www.gencodegenes.org/human/|17606|ENSEMBL:ENST00000831738
chr1|17055|ENSE00004246441|4|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831738
chr1|16765|ENSE00004246508|5|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831738
chr1|15947|ENSE00004246557|6|ENSEMBL:ENSG00000310526|ENSE00004246557|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831738
chr1|14829|ENSE00004246247|7|ENSEMBL:ENSG00000310526|ENSE00004246247|GENCODE|https://www.gencodegenes.org/human/|14404|ENSEMBL:ENST00000831738
chr1|24819|ENSE00004246447|1|ENSEMBL:ENSG00000310526|ENSE00004246447|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831707
chr1|18061|ENSE00004246474|2|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831707
chr1|17055|ENSE00004246441|3|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831707
chr1|14829|ENSE00004246247|4|ENSEMBL:ENSG00000310526|ENSE00004246247|GENCODE|https://www.gencodegenes.org/human/|14404|ENSEMBL:ENST00000831707
chr1|24891|ENSE00004246250|1|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831699
chr1|18379|ENSE00004246262|2|ENSEMBL:ENSG00000310526|ENSE00004246262|GENCODE|https://www.gencodegenes.org/human/|18268|ENSEMBL:ENST00000831699
chr1|18061|ENSE00004246474|3|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831699
chr1|17742|ENSE00004246594|4|ENSEMBL:ENSG00000310526|ENSE00004246594|GENCODE|https://www.gencodegenes.org/human/|17606|ENSEMBL:ENST00000831699
chr1|17368|ENSE00004246240|5|ENSEMBL:ENSG00000310526|ENSE00004246240|GENCODE|https://www.gencodegenes.org/human/|17233|ENSEMBL:ENST00000831699
chr1|17055|ENSE00004246514|6|ENSEMBL:ENSG00000310526|ENSE00004246514|GENCODE|https://www.gencodegenes.org/human/|16854|ENSEMBL:ENST00000831699
chr1|16765|ENSE00004246508|7|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831699
chr1|14829|ENSE00004246247|8|ENSEMBL:ENSG00000310526|ENSE00004246247|GENCODE|https://www.gencodegenes.org/human/|14404|ENSEMBL:ENST00000831699
chr1|24891|ENSE00004246250|1|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831700
chr1|18366|ENSE00004246412|2|ENSEMBL:ENSG00000310526|ENSE00004246412|GENCODE|https://www.gencodegenes.org/human/|18268|ENSEMBL:ENST00000831700
chr1|18061|ENSE00004246474|3|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831700
chr1|17742|ENSE00004246579|4|ENSEMBL:ENSG00000310526|ENSE00004246579|GENCODE|https://www.gencodegenes.org/human/|17233|ENSEMBL:ENST00000831700
chr1|17055|ENSE00004246514|5|ENSEMBL:ENSG00000310526|ENSE00004246514|GENCODE|https://www.gencodegenes.org/human/|16854|ENSEMBL:ENST00000831700
chr1|16765|ENSE00004246508|6|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831700
chr1|15947|ENSE00004246557|7|ENSEMBL:ENSG00000310526|ENSE00004246557|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831700
chr1|15038|ENSE00004246326|8|ENSEMBL:ENSG00000310526|ENSE00004246326|GENCODE|https://www.gencodegenes.org/human/|14970|ENSEMBL:ENST00000831700
chr1|14829|ENSE00004246247|9|ENSEMBL:ENSG00000310526|ENSE00004246247|GENCODE|https://www.gencodegenes.org/human/|14404|ENSEMBL:ENST00000831700
chr1|24891|ENSE00004246250|1|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831701
chr1|18379|ENSE00004246262|2|ENSEMBL:ENSG00000310526|ENSE00004246262|GENCODE|https://www.gencodegenes.org/human/|18268|ENSEMBL:ENST00000831701
chr1|18061|ENSE00004246474|3|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831701
chr1|17055|ENSE00004246441|4|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831701
chr1|16765|ENSE00004246508|5|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831701
chr1|15947|ENSE00004246557|6|ENSEMBL:ENSG00000310526|ENSE00004246557|GENCODE|https://www.gencodegenes.org/human/|15796|ENSEMBL:ENST00000831701
chr1|15038|ENSE00004246326|7|ENSEMBL:ENSG00000310526|ENSE00004246326|GENCODE|https://www.gencodegenes.org/human/|14970|ENSEMBL:ENST00000831701
chr1|14829|ENSE00004246247|8|ENSEMBL:ENSG00000310526|ENSE00004246247|GENCODE|https://www.gencodegenes.org/human/|14404|ENSEMBL:ENST00000831701
chr1|24891|ENSE00004246250|1|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831702
chr1|18061|ENSE00004246474|2|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831702
chr1|17742|ENSE00004246594|3|ENSEMBL:ENSG00000310526|ENSE00004246594|GENCODE|https://www.gencodegenes.org/human/|17606|ENSEMBL:ENST00000831702
chr1|17055|ENSE00004246441|4|ENSEMBL:ENSG00000310526|ENSE00004246441|GENCODE|https://www.gencodegenes.org/human/|16858|ENSEMBL:ENST00000831702
chr1|16765|ENSE00004246508|5|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831702
chr1|14829|ENSE00004246247|6|ENSEMBL:ENSG00000310526|ENSE00004246247|GENCODE|https://www.gencodegenes.org/human/|14404|ENSEMBL:ENST00000831702
chr1|24891|ENSE00004246250|1|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831703
chr1|18061|ENSE00004246474|2|ENSEMBL:ENSG00000310526|ENSE00004246474|GENCODE|https://www.gencodegenes.org/human/|17915|ENSEMBL:ENST00000831703
chr1|17742|ENSE00004246594|3|ENSEMBL:ENSG00000310526|ENSE00004246594|GENCODE|https://www.gencodegenes.org/human/|17606|ENSEMBL:ENST00000831703
chr1|17055|ENSE00004246514|4|ENSEMBL:ENSG00000310526|ENSE00004246514|GENCODE|https://www.gencodegenes.org/human/|16854|ENSEMBL:ENST00000831703
chr1|16765|ENSE00004246508|5|ENSEMBL:ENSG00000310526|ENSE00004246508|GENCODE|https://www.gencodegenes.org/human/|16607|ENSEMBL:ENST00000831703
chr1|15947|ENSE00004246491|6|ENSEMBL:ENSG00000310526|ENSE00004246491|GENCODE|https://www.gencodegenes.org/human/|14404|ENSEMBL:ENST00000831703
chr1|24891|ENSE00004246250|1|ENSEMBL:ENSG00000310526|ENSE00004246250|GENCODE|https://www.gencodegenes.org/human/|24738|ENSEMBL:ENST00000831704
