chr|end|id|start|taxon_id
chr12|101475346|CHR12_101475287_101475346_GRCH38|101475287|9606
chr12|101594981|CHR12_101594922_101594981_GRCH38|101594922|9606
chr12|101697650|CHR12_101697591_101697650_GRCH38|101697591|9606
chr12|101697757|CHR12_101697698_101697757_GRCH38|101697698|9606
chr12|101697995|CHR12_101697936_101697995_GRCH38|101697936|9606
chr12|101739511|CHR12_101739452_101739511_GRCH38|101739452|9606
chr12|101830727|CHR12_101830668_101830727_GRCH38|101830668|9606
chr12|101830907|CHR12_101830848_101830907_GRCH38|101830848|9606
chr12|101831008|CHR12_101830949_101831008_GRCH38|101830949|9606
chr12|101877325|CHR12_101877266_101877325_GRCH38|101877266|9606
chr12|101877701|CHR12_101877642_101877701_GRCH38|101877642|9606
chr12|101932085|CHR12_101932026_101932085_GRCH38|101932026|9606
chr12|102062031|CHR12_102061972_102062031_GRCH38|102061972|9606
chr12|102120124|CHR12_102120065_102120124_GRCH38|102120065|9606
chr12|102120193|CHR12_102120134_102120193_GRCH38|102120134|9606
chr12|102124053|CHR12_102123994_102124053_GRCH38|102123994|9606
chr12|102197882|CHR12_102197823_102197882_GRCH38|102197823|9606
chr12|102478607|CHR12_102478548_102478607_GRCH38|102478548|9606
chr12|102480612|CHR12_102480553_102480612_GRCH38|102480553|9606
chr12|102917332|CHR12_102917273_102917332_GRCH38|102917273|9606
chr12|102957684|CHR12_102957625_102957684_GRCH38|102957625|9606
chr12|103495969|CHR12_103495910_103495969_GRCH38|103495910|9606
chr12|103496082|CHR12_103496023_103496082_GRCH38|103496023|9606
chr12|103496184|CHR12_103496125_103496184_GRCH38|103496125|9606
chr12|103569783|CHR12_103569724_103569783_GRCH38|103569724|9606
chr12|103587283|CHR12_103587224_103587283_GRCH38|103587224|9606
chr12|103841283|CHR12_103841224_103841283_GRCH38|103841224|9606
chr12|103930420|CHR12_103930361_103930420_GRCH38|103930361|9606
chr12|103957196|CHR12_103957137_103957196_GRCH38|103957137|9606
chr12|103965756|CHR12_103965697_103965756_GRCH38|103965697|9606
chr12|103965913|CHR12_103965854_103965913_GRCH38|103965854|9606
chr12|103966191|CHR12_103966132_103966191_GRCH38|103966132|9606
chr12|104050079|CHR12_104050020_104050079_GRCH38|104050020|9606
chr12|104050236|CHR12_104050177_104050236_GRCH38|104050177|9606
chr12|104064550|CHR12_104064491_104064550_GRCH38|104064491|9606
chr12|104138241|CHR12_104138182_104138241_GRCH38|104138182|9606
chr12|104215762|CHR12_104215703_104215762_GRCH38|104215703|9606
chr12|104287042|CHR12_104286983_104287042_GRCH38|104286983|9606
chr12|104457010|CHR12_104456951_104457010_GRCH38|104456951|9606
chr12|104958747|CHR12_104958688_104958747_GRCH38|104958688|9606
chr12|104986348|CHR12_104986289_104986348_GRCH38|104986289|9606
chr12|105084507|CHR12_105084448_105084507_GRCH38|105084448|9606
chr12|105084626|CHR12_105084567_105084626_GRCH38|105084567|9606
chr12|105107741|CHR12_105107682_105107741_GRCH38|105107682|9606
chr12|105233269|CHR12_105233210_105233269_GRCH38|105233210|9606
chr12|105236223|CHR12_105236164_105236223_GRCH38|105236164|9606
chr12|105257147|CHR12_105257088_105257147_GRCH38|105257088|9606
chr12|105327039|CHR12_105326980_105327039_GRCH38|105326980|9606
chr12|105330715|CHR12_105330656_105330715_GRCH38|105330656|9606
chr12|105330866|CHR12_105330807_105330866_GRCH38|105330807|9606
chr12|106139003|CHR12_106138944_106139003_GRCH38|106138944|9606
chr12|106248041|CHR12_106247982_106248041_GRCH38|106247982|9606
chr12|106297945|CHR12_106297886_106297945_GRCH38|106297886|9606
chr12|106301892|CHR12_106301833_106301892_GRCH38|106301833|9606
chr12|106302824|CHR12_106302765_106302824_GRCH38|106302765|9606
chr12|106357758|CHR12_106357699_106357758_GRCH38|106357699|9606
chr12|106583014|CHR12_106582955_106583014_GRCH38|106582955|9606
chr12|106684739|CHR12_106684680_106684739_GRCH38|106684680|9606
chr12|106774692|CHR12_106774633_106774692_GRCH38|106774633|9606
chr12|106955917|CHR12_106955858_106955917_GRCH38|106955858|9606
chr12|106987169|CHR12_106987110_106987169_GRCH38|106987110|9606
chr12|107093598|CHR12_107093539_107093598_GRCH38|107093539|9606
chr12|107093900|CHR12_107093841_107093900_GRCH38|107093841|9606
chr12|107685820|CHR12_107685761_107685820_GRCH38|107685761|9606
chr12|107761186|CHR12_107761127_107761186_GRCH38|107761127|9606
chr12|108129500|CHR12_108129441_108129500_GRCH38|108129441|9606
chr12|108131796|CHR12_108131737_108131796_GRCH38|108131737|9606
chr12|108339360|CHR12_108339301_108339360_GRCH38|108339301|9606
chr12|108339480|CHR12_108339421_108339480_GRCH38|108339421|9606
chr12|108515318|CHR12_108515259_108515318_GRCH38|108515259|9606
chr12|108561217|CHR12_108561158_108561217_GRCH38|108561158|9606
chr12|108562614|CHR12_108562555_108562614_GRCH38|108562555|9606
chr12|108598121|CHR12_108598062_108598121_GRCH38|108598062|9606
chr12|108633943|CHR12_108633884_108633943_GRCH38|108633884|9606
chr12|108654408|CHR12_108654349_108654408_GRCH38|108654349|9606
chr12|108731567|CHR12_108731508_108731567_GRCH38|108731508|9606
chr12|108857632|CHR12_108857573_108857632_GRCH38|108857573|9606
chr12|108857632|CHR12_108857573_108857632_GRCH38|108857573|9606
chr12|108857679|CHR12_108857620_108857679_GRCH38|108857620|9606
chr12|108880104|CHR12_108880045_108880104_GRCH38|108880045|9606
chr12|109021055|CHR12_109020996_109021055_GRCH38|109020996|9606
chr12|109052586|CHR12_109052527_109052586_GRCH38|109052527|9606
chr12|109093521|CHR12_109093462_109093521_GRCH38|109093462|9606
chr12|109097607|CHR12_109097548_109097607_GRCH38|109097548|9606
chr12|109098195|CHR12_109098136_109098195_GRCH38|109098136|9606
chr12|109098551|CHR12_109098492_109098551_GRCH38|109098492|9606
chr12|109113299|CHR12_109113240_109113299_GRCH38|109113240|9606
chr12|109116597|CHR12_109116538_109116597_GRCH38|109116538|9606
chr12|109131371|CHR12_109131312_109131371_GRCH38|109131312|9606
chr12|109309291|CHR12_109309232_109309291_GRCH38|109309232|9606
chr12|109477349|CHR12_109477290_109477349_GRCH38|109477290|9606
chr12|109477405|CHR12_109477346_109477405_GRCH38|109477346|9606
chr12|109477644|CHR12_109477585_109477644_GRCH38|109477585|9606
chr12|109573539|CHR12_109573480_109573539_GRCH38|109573480|9606
chr12|109573804|CHR12_109573745_109573804_GRCH38|109573745|9606
chr12|109573912|CHR12_109573853_109573912_GRCH38|109573853|9606
chr12|109574007|CHR12_109573948_109574007_GRCH38|109573948|9606
chr12|109725409|CHR12_109725350_109725409_GRCH38|109725350|9606
chr12|109833443|CHR12_109833384_109833443_GRCH38|109833384|9606
chr12|109880590|CHR12_109880531_109880590_GRCH38|109880531|9606
chr12|109900296|CHR12_109900237_109900296_GRCH38|109900237|9606
chr12|109900587|CHR12_109900528_109900587_GRCH38|109900528|9606
chr12|109996301|CHR12_109996242_109996301_GRCH38|109996242|9606
chr12|109996417|CHR12_109996358_109996417_GRCH38|109996358|9606
chr12|109999212|CHR12_109999153_109999212_GRCH38|109999153|9606
chr12|109999440|CHR12_109999381_109999440_GRCH38|109999381|9606
chr12|110048571|CHR12_110048512_110048571_GRCH38|110048512|9606
chr12|110124367|CHR12_110124308_110124367_GRCH38|110124308|9606
chr12|110280585|CHR12_110280526_110280585_GRCH38|110280526|9606
chr12|110281039|CHR12_110280980_110281039_GRCH38|110280980|9606
chr12|110281257|CHR12_110281198_110281257_GRCH38|110281198|9606
chr12|110281720|CHR12_110281661_110281720_GRCH38|110281661|9606
chr12|110403740|CHR12_110403681_110403740_GRCH38|110403681|9606
chr12|110450374|CHR12_110450315_110450374_GRCH38|110450315|9606
chr12|110468306|CHR12_110468247_110468306_GRCH38|110468247|9606
chr12|110468437|CHR12_110468378_110468437_GRCH38|110468378|9606
chr12|110468855|CHR12_110468796_110468855_GRCH38|110468796|9606
chr12|110501636|CHR12_110501577_110501636_GRCH38|110501577|9606
chr12|110502160|CHR12_110502101_110502160_GRCH38|110502101|9606
chr12|110502341|CHR12_110502282_110502341_GRCH38|110502282|9606
chr12|110583364|CHR12_110583305_110583364_GRCH38|110583305|9606
chr12|110614142|CHR12_110614083_110614142_GRCH38|110614083|9606
chr12|110614269|CHR12_110614210_110614269_GRCH38|110614210|9606
chr12|110689164|CHR12_110689105_110689164_GRCH38|110689105|9606
chr12|110742940|CHR12_110742881_110742940_GRCH38|110742881|9606
chr12|110846782|CHR12_110846723_110846782_GRCH38|110846723|9606
chr12|110847091|CHR12_110847032_110847091_GRCH38|110847032|9606
chr12|110920628|CHR12_110920569_110920628_GRCH38|110920569|9606
chr12|111033979|CHR12_111033920_111033979_GRCH38|111033920|9606
chr12|111405040|CHR12_111404981_111405040_GRCH38|111404981|9606
chr12|111405934|CHR12_111405875_111405934_GRCH38|111405875|9606
chr12|111599342|CHR12_111599283_111599342_GRCH38|111599283|9606
chr12|111599631|CHR12_111599572_111599631_GRCH38|111599572|9606
chr12|111685984|CHR12_111685925_111685984_GRCH38|111685925|9606
chr12|111686066|CHR12_111686007_111686066_GRCH38|111686007|9606
chr12|111766552|CHR12_111766493_111766552_GRCH38|111766493|9606
chr12|111766943|CHR12_111766884_111766943_GRCH38|111766884|9606
chr12|111842030|CHR12_111841971_111842030_GRCH38|111841971|9606
chr12|111842238|CHR12_111842179_111842238_GRCH38|111842179|9606
chr12|112006106|CHR12_112006047_112006106_GRCH38|112006047|9606
chr12|112013214|CHR12_112013155_112013214_GRCH38|112013155|9606
chr12|112013437|CHR12_112013378_112013437_GRCH38|112013378|9606
chr12|112013618|CHR12_112013559_112013618_GRCH38|112013559|9606
chr12|112013924|CHR12_112013865_112013924_GRCH38|112013865|9606
chr12|112108832|CHR12_112108773_112108832_GRCH38|112108773|9606
chr12|112125570|CHR12_112125511_112125570_GRCH38|112125511|9606
chr12|112409663|CHR12_112409604_112409663_GRCH38|112409604|9606
chr12|112418884|CHR12_112418825_112418884_GRCH38|112418825|9606
chr12|112418957|CHR12_112418898_112418957_GRCH38|112418898|9606
chr12|112791758|CHR12_112791699_112791758_GRCH38|112791699|9606
chr12|112791951|CHR12_112791892_112791951_GRCH38|112791892|9606
chr12|112792246|CHR12_112792187_112792246_GRCH38|112792187|9606
chr12|112906983|CHR12_112906924_112906983_GRCH38|112906924|9606
chr12|112938484|CHR12_112938425_112938484_GRCH38|112938425|9606
chr12|112978529|CHR12_112978470_112978529_GRCH38|112978470|9606
chr12|113057703|CHR12_113057644_113057703_GRCH38|113057644|9606
chr12|113135785|CHR12_113135726_113135785_GRCH38|113135726|9606
chr12|113136282|CHR12_113136223_113136282_GRCH38|113136223|9606
chr12|113185077|CHR12_113185018_113185077_GRCH38|113185018|9606
chr12|113185524|CHR12_113185465_113185524_GRCH38|113185465|9606
chr12|113185570|CHR12_113185511_113185570_GRCH38|113185511|9606
chr12|113185731|CHR12_113185672_113185731_GRCH38|113185672|9606
chr12|113207657|CHR12_113207598_113207657_GRCH38|113207598|9606
chr12|113221143|CHR12_113221084_113221143_GRCH38|113221084|9606
chr12|113221496|CHR12_113221437_113221496_GRCH38|113221437|9606
chr12|113335156|CHR12_113335097_113335156_GRCH38|113335097|9606
chr12|113358600|CHR12_113358541_113358600_GRCH38|113358541|9606
chr12|113422303|CHR12_113422244_113422303_GRCH38|113422244|9606
chr12|113422423|CHR12_113422364_113422423_GRCH38|113422364|9606
chr12|113471920|CHR12_113471861_113471920_GRCH38|113471861|9606
chr12|113966374|CHR12_113966315_113966374_GRCH38|113966315|9606
chr12|114406193|CHR12_114406134_114406193_GRCH38|114406134|9606
chr12|114408061|CHR12_114408002_114408061_GRCH38|114408002|9606
chr12|114448630|CHR12_114448571_114448630_GRCH38|114448571|9606
chr12|114684020|CHR12_114683961_114684020_GRCH38|114683961|9606
chr12|114684224|CHR12_114684165_114684224_GRCH38|114684165|9606
chr12|114684569|CHR12_114684510_114684569_GRCH38|114684510|9606
chr12|116277268|CHR12_116277209_116277268_GRCH38|116277209|9606
chr12|116277464|CHR12_116277405_116277464_GRCH38|116277405|9606
chr12|116738084|CHR12_116738025_116738084_GRCH38|116738025|9606
chr12|116881488|CHR12_116881429_116881488_GRCH38|116881429|9606
chr12|116910990|CHR12_116910931_116910990_GRCH38|116910931|9606
chr12|117099462|CHR12_117099403_117099462_GRCH38|117099403|9606
chr12|117099681|CHR12_117099622_117099681_GRCH38|117099622|9606
chr12|117190519|CHR12_117190460_117190519_GRCH38|117190460|9606
chr12|117361363|CHR12_117361304_117361363_GRCH38|117361304|9606
chr12|117361750|CHR12_117361691_117361750_GRCH38|117361691|9606
chr12|117447061|CHR12_117447002_117447061_GRCH38|117447002|9606
chr12|118016714|CHR12_118016655_118016714_GRCH38|118016655|9606
chr12|118052653|CHR12_118052594_118052653_GRCH38|118052594|9606
chr12|118061228|CHR12_118061169_118061228_GRCH38|118061169|9606
chr12|118062487|CHR12_118062428_118062487_GRCH38|118062428|9606
chr12|118103942|CHR12_118103883_118103942_GRCH38|118103883|9606
chr12|118104056|CHR12_118103997_118104056_GRCH38|118103997|9606
chr12|118136134|CHR12_118136075_118136134_GRCH38|118136075|9606
chr12|118359171|CHR12_118359112_118359171_GRCH38|118359112|9606
chr12|118359742|CHR12_118359683_118359742_GRCH38|118359683|9606
chr12|118372956|CHR12_118372897_118372956_GRCH38|118372897|9606
chr12|118376565|CHR12_118376506_118376565_GRCH38|118376506|9606
chr12|118981551|CHR12_118981492_118981551_GRCH38|118981492|9606
chr12|119178738|CHR12_119178679_119178738_GRCH38|119178679|9606
chr12|119178941|CHR12_119178882_119178941_GRCH38|119178882|9606
chr12|119334739|CHR12_119334680_119334739_GRCH38|119334680|9606
chr12|119335037|CHR12_119334978_119335037_GRCH38|119334978|9606
chr12|119593784|CHR12_119593725_119593784_GRCH38|119593725|9606
chr12|119667962|CHR12_119667903_119667962_GRCH38|119667903|9606
chr12|119877356|CHR12_119877297_119877356_GRCH38|119877297|9606
chr12|119989854|CHR12_119989795_119989854_GRCH38|119989795|9606
chr12|120116802|CHR12_120116743_120116802_GRCH38|120116743|9606
chr12|120194758|CHR12_120194699_120194758_GRCH38|120194699|9606
chr12|120200872|CHR12_120200813_120200872_GRCH38|120200813|9606
chr12|120201156|CHR12_120201097_120201156_GRCH38|120201097|9606
chr12|120250171|CHR12_120250112_120250171_GRCH38|120250112|9606
chr12|120265779|CHR12_120265720_120265779_GRCH38|120265720|9606
chr12|120291952|CHR12_120291893_120291952_GRCH38|120291893|9606
chr12|120302331|CHR12_120302272_120302331_GRCH38|120302272|9606
chr12|120327828|CHR12_120327769_120327828_GRCH38|120327769|9606
chr12|120369213|CHR12_120369154_120369213_GRCH38|120369154|9606
chr12|120438123|CHR12_120438064_120438123_GRCH38|120438064|9606
chr12|120446432|CHR12_120446373_120446432_GRCH38|120446373|9606
chr12|120446454|CHR12_120446395_120446454_GRCH38|120446395|9606
chr12|120459991|CHR12_120459932_120459991_GRCH38|120459932|9606
chr12|120469765|CHR12_120469706_120469765_GRCH38|120469706|9606
chr12|120495958|CHR12_120495899_120495958_GRCH38|120495899|9606
chr12|120496123|CHR12_120496064_120496123_GRCH38|120496064|9606
chr12|120529204|CHR12_120529145_120529204_GRCH38|120529145|9606
chr12|120534366|CHR12_120534307_120534366_GRCH38|120534307|9606
chr12|120581427|CHR12_120581368_120581427_GRCH38|120581368|9606
chr12|120640636|CHR12_120640577_120640636_GRCH38|120640577|9606
chr12|120650287|CHR12_120650228_120650287_GRCH38|120650228|9606
chr12|120650513|CHR12_120650454_120650513_GRCH38|120650454|9606
chr12|120686810|CHR12_120686751_120686810_GRCH38|120686751|9606
chr12|120687165|CHR12_120687106_120687165_GRCH38|120687106|9606
chr12|120725836|CHR12_120725777_120725836_GRCH38|120725777|9606
chr12|120904352|CHR12_120904293_120904352_GRCH38|120904293|9606
chr12|120978553|CHR12_120978494_120978553_GRCH38|120978494|9606
chr12|120978680|CHR12_120978621_120978680_GRCH38|120978621|9606
chr12|121016536|CHR12_121016477_121016536_GRCH38|121016477|9606
chr12|121039026|CHR12_121038967_121039026_GRCH38|121038967|9606
chr12|121039239|CHR12_121039180_121039239_GRCH38|121039180|9606
chr12|121132889|CHR12_121132830_121132889_GRCH38|121132830|9606
chr12|121210139|CHR12_121210080_121210139_GRCH38|121210080|9606
chr12|121296758|CHR12_121296699_121296758_GRCH38|121296699|9606
chr12|121352457|CHR12_121352398_121352457_GRCH38|121352398|9606
chr12|121400139|CHR12_121400080_121400139_GRCH38|121400080|9606
chr12|121581054|CHR12_121580995_121581054_GRCH38|121580995|9606
chr12|121582328|CHR12_121582269_121582328_GRCH38|121582269|9606
chr12|121582747|CHR12_121582688_121582747_GRCH38|121582688|9606
chr12|121626540|CHR12_121626481_121626540_GRCH38|121626481|9606
chr12|121669703|CHR12_121669644_121669703_GRCH38|121669644|9606
chr12|121672693|CHR12_121672634_121672693_GRCH38|121672634|9606
chr12|121712762|CHR12_121712703_121712762_GRCH38|121712703|9606
chr12|121793705|CHR12_121793646_121793705_GRCH38|121793646|9606
chr12|121800198|CHR12_121800139_121800198_GRCH38|121800139|9606
chr12|121803392|CHR12_121803333_121803392_GRCH38|121803333|9606
chr12|121803951|CHR12_121803892_121803951_GRCH38|121803892|9606
chr12|121804078|CHR12_121804019_121804078_GRCH38|121804019|9606
chr12|121804705|CHR12_121804646_121804705_GRCH38|121804646|9606
chr12|121858908|CHR12_121858849_121858908_GRCH38|121858849|9606
chr12|121888832|CHR12_121888773_121888832_GRCH38|121888773|9606
chr12|121894793|CHR12_121894734_121894793_GRCH38|121894734|9606
chr12|121915898|CHR12_121915839_121915898_GRCH38|121915839|9606
chr12|121916375|CHR12_121916316_121916375_GRCH38|121916316|9606
chr12|121918602|CHR12_121918543_121918602_GRCH38|121918543|9606
chr12|121921321|CHR12_121921262_121921321_GRCH38|121921262|9606
chr12|122021994|CHR12_122021935_122021994_GRCH38|122021935|9606
chr12|122063410|CHR12_122063351_122063410_GRCH38|122063351|9606
chr12|122064343|CHR12_122064284_122064343_GRCH38|122064284|9606
chr12|122078766|CHR12_122078707_122078766_GRCH38|122078707|9606
chr12|122203481|CHR12_122203422_122203481_GRCH38|122203422|9606
chr12|122208124|CHR12_122208065_122208124_GRCH38|122208065|9606
chr12|122216535|CHR12_122216476_122216535_GRCH38|122216476|9606
chr12|122225820|CHR12_122225761_122225820_GRCH38|122225761|9606
chr12|122226101|CHR12_122226042_122226101_GRCH38|122226042|9606
chr12|122227505|CHR12_122227446_122227505_GRCH38|122227446|9606
chr12|122231632|CHR12_122231573_122231632_GRCH38|122231573|9606
chr12|122232430|CHR12_122232371_122232430_GRCH38|122232371|9606
chr12|122242556|CHR12_122242497_122242556_GRCH38|122242497|9606
chr12|122244935|CHR12_122244876_122244935_GRCH38|122244876|9606
chr12|122266482|CHR12_122266423_122266482_GRCH38|122266423|9606
chr12|122422661|CHR12_122422602_122422661_GRCH38|122422602|9606
chr12|122423000|CHR12_122422941_122423000_GRCH38|122422941|9606
chr12|122423736|CHR12_122423677_122423736_GRCH38|122423677|9606
chr12|122500981|CHR12_122500922_122500981_GRCH38|122500922|9606
chr12|122526985|CHR12_122526926_122526985_GRCH38|122526926|9606
chr12|122527259|CHR12_122527200_122527259_GRCH38|122527200|9606
chr12|122752864|CHR12_122752805_122752864_GRCH38|122752805|9606
chr12|122774357|CHR12_122774298_122774357_GRCH38|122774298|9606
chr12|122788837|CHR12_122788778_122788837_GRCH38|122788778|9606
chr12|122834508|CHR12_122834449_122834508_GRCH38|122834449|9606
chr12|122835467|CHR12_122835408_122835467_GRCH38|122835408|9606
chr12|122896160|CHR12_122896101_122896160_GRCH38|122896101|9606
chr12|122966512|CHR12_122966453_122966512_GRCH38|122966453|9606
chr12|122974736|CHR12_122974677_122974736_GRCH38|122974677|9606
chr12|122975254|CHR12_122975195_122975254_GRCH38|122975195|9606
chr12|122980060|CHR12_122980001_122980060_GRCH38|122980001|9606
chr12|122980291|CHR12_122980232_122980291_GRCH38|122980232|9606
chr12|122980691|CHR12_122980632_122980691_GRCH38|122980632|9606
chr12|122982762|CHR12_122982703_122982762_GRCH38|122982703|9606
chr12|123105565|CHR12_123105506_123105565_GRCH38|123105506|9606
chr12|123150828|CHR12_123150769_123150828_GRCH38|123150769|9606
chr12|123151696|CHR12_123151637_123151696_GRCH38|123151637|9606
chr12|123221931|CHR12_123221872_123221931_GRCH38|123221872|9606
chr12|123232924|CHR12_123232865_123232924_GRCH38|123232865|9606
chr12|123233446|CHR12_123233387_123233446_GRCH38|123233387|9606
chr12|123271864|CHR12_123271805_123271864_GRCH38|123271805|9606
chr12|123272257|CHR12_123272198_123272257_GRCH38|123272198|9606
chr12|123364886|CHR12_123364827_123364886_GRCH38|123364827|9606
chr12|123383783|CHR12_123383724_123383783_GRCH38|123383724|9606
chr12|123384162|CHR12_123384103_123384162_GRCH38|123384103|9606
chr12|123384188|CHR12_123384129_123384188_GRCH38|123384129|9606
chr12|123390050|CHR12_123389991_123390050_GRCH38|123389991|9606
chr12|123436525|CHR12_123436466_123436525_GRCH38|123436466|9606
chr12|123436733|CHR12_123436674_123436733_GRCH38|123436674|9606
chr12|123458163|CHR12_123458104_123458163_GRCH38|123458104|9606
chr12|123533768|CHR12_123533709_123533768_GRCH38|123533709|9606
chr12|123584562|CHR12_123584503_123584562_GRCH38|123584503|9606
chr12|123602109|CHR12_123602050_123602109_GRCH38|123602050|9606
chr12|123633735|CHR12_123633676_123633735_GRCH38|123633676|9606
chr12|123633839|CHR12_123633780_123633839_GRCH38|123633780|9606
chr12|123671139|CHR12_123671080_123671139_GRCH38|123671080|9606
chr12|123712363|CHR12_123712304_123712363_GRCH38|123712304|9606
chr12|123781101|CHR12_123781042_123781101_GRCH38|123781042|9606
chr12|123972632|CHR12_123972573_123972632_GRCH38|123972573|9606
chr12|123972880|CHR12_123972821_123972880_GRCH38|123972821|9606
chr12|123973283|CHR12_123973224_123973283_GRCH38|123973224|9606
chr12|124014855|CHR12_124014796_124014855_GRCH38|124014796|9606
chr12|124295153|CHR12_124295094_124295153_GRCH38|124295094|9606
chr12|124495368|CHR12_124495309_124495368_GRCH38|124495309|9606
chr12|124559387|CHR12_124559328_124559387_GRCH38|124559328|9606
chr12|124567486|CHR12_124567427_124567486_GRCH38|124567427|9606
chr12|124569848|CHR12_124569789_124569848_GRCH38|124569789|9606
chr12|124863913|CHR12_124863854_124863913_GRCH38|124863854|9606
chr12|124914140|CHR12_124914081_124914140_GRCH38|124914081|9606
chr12|124914699|CHR12_124914640_124914699_GRCH38|124914640|9606
chr12|124915166|CHR12_124915107_124915166_GRCH38|124915107|9606
chr12|124939968|CHR12_124939909_124939968_GRCH38|124939909|9606
chr12|124989180|CHR12_124989121_124989180_GRCH38|124989121|9606
chr12|124993661|CHR12_124993602_124993661_GRCH38|124993602|9606
chr12|125065453|CHR12_125065394_125065453_GRCH38|125065394|9606
chr12|128824007|CHR12_128823948_128824007_GRCH38|128823948|9606
chr12|128853517|CHR12_128853458_128853517_GRCH38|128853458|9606
chr12|129903797|CHR12_129903738_129903797_GRCH38|129903738|9606
chr12|130337918|CHR12_130337859_130337918_GRCH38|130337859|9606
chr12|130338101|CHR12_130338042_130338101_GRCH38|130338042|9606
chr12|130716348|CHR12_130716289_130716348_GRCH38|130716289|9606
chr12|130839299|CHR12_130839240_130839299_GRCH38|130839240|9606
chr12|130872106|CHR12_130872047_130872106_GRCH38|130872047|9606
chr12|130953917|CHR12_130953858_130953917_GRCH38|130953858|9606
chr12|130954224|CHR12_130954165_130954224_GRCH38|130954165|9606
chr12|131711105|CHR12_131711046_131711105_GRCH38|131711046|9606
chr12|131828403|CHR12_131828344_131828403_GRCH38|131828344|9606
chr12|131894654|CHR12_131894595_131894654_GRCH38|131894595|9606
chr12|131929286|CHR12_131929227_131929286_GRCH38|131929227|9606
chr12|131929612|CHR12_131929553_131929612_GRCH38|131929553|9606
chr12|131949974|CHR12_131949915_131949974_GRCH38|131949915|9606
chr12|132064898|CHR12_132064839_132064898_GRCH38|132064839|9606
chr12|132144361|CHR12_132144302_132144361_GRCH38|132144302|9606
chr12|132144477|CHR12_132144418_132144477_GRCH38|132144418|9606
chr12|132205787|CHR12_132205728_132205787_GRCH38|132205728|9606
chr12|132489650|CHR12_132489591_132489650_GRCH38|132489591|9606
chr12|132490161|CHR12_132490102_132490161_GRCH38|132490102|9606
chr12|132610508|CHR12_132610449_132610508_GRCH38|132610449|9606
chr12|132618815|CHR12_132618756_132618815_GRCH38|132618756|9606
chr12|132687391|CHR12_132687332_132687391_GRCH38|132687332|9606
chr12|132687633|CHR12_132687574_132687633_GRCH38|132687574|9606
chr12|132701301|CHR12_132701242_132701301_GRCH38|132701242|9606
chr12|132702510|CHR12_132702451_132702510_GRCH38|132702451|9606
chr12|132703879|CHR12_132703820_132703879_GRCH38|132703820|9606
chr12|132704744|CHR12_132704685_132704744_GRCH38|132704685|9606
chr12|132710621|CHR12_132710562_132710621_GRCH38|132710562|9606
chr12|132710852|CHR12_132710793_132710852_GRCH38|132710793|9606
chr12|132761881|CHR12_132761822_132761881_GRCH38|132761822|9606
chr12|132826279|CHR12_132826220_132826279_GRCH38|132826220|9606
chr12|132828730|CHR12_132828671_132828730_GRCH38|132828671|9606
chr12|132828891|CHR12_132828832_132828891_GRCH38|132828832|9606
chr12|132829130|CHR12_132829071_132829130_GRCH38|132829071|9606
chr12|132836995|CHR12_132836936_132836995_GRCH38|132836936|9606
chr12|132887654|CHR12_132887595_132887654_GRCH38|132887595|9606
chr12|132922753|CHR12_132922694_132922753_GRCH38|132922694|9606
chr12|132956063|CHR12_132956004_132956063_GRCH38|132956004|9606
chr12|132956355|CHR12_132956296_132956355_GRCH38|132956296|9606
chr12|132986430|CHR12_132986371_132986430_GRCH38|132986371|9606
chr12|133037336|CHR12_133037277_133037336_GRCH38|133037277|9606
chr12|133037535|CHR12_133037476_133037535_GRCH38|133037476|9606
chr12|133080942|CHR12_133080883_133080942_GRCH38|133080883|9606
chr12|133130637|CHR12_133130578_133130637_GRCH38|133130578|9606
chr12|133140090|CHR12_133140031_133140090_GRCH38|133140031|9606
chr12|133181505|CHR12_133181446_133181505_GRCH38|133181446|9606
chr13|19181831|CHR13_19181772_19181831_GRCH38|19181772|9606
chr13|19504949|CHR13_19504890_19504949_GRCH38|19504890|9606
chr13|19561545|CHR13_19561486_19561545_GRCH38|19561486|9606
chr13|19587095|CHR13_19587036_19587095_GRCH38|19587036|9606
chr13|19601984|CHR13_19601925_19601984_GRCH38|19601925|9606
chr13|19633672|CHR13_19633613_19633672_GRCH38|19633613|9606
chr13|19782991|CHR13_19782932_19782991_GRCH38|19782932|9606
chr13|19863568|CHR13_19863509_19863568_GRCH38|19863509|9606
chr13|19863696|CHR13_19863637_19863696_GRCH38|19863637|9606
chr13|19957516|CHR13_19957457_19957516_GRCH38|19957457|9606
chr13|19958737|CHR13_19958678_19958737_GRCH38|19958678|9606
chr13|19958870|CHR13_19958811_19958870_GRCH38|19958811|9606
chr13|20192987|CHR13_20192928_20192987_GRCH38|20192928|9606
chr13|20232368|CHR13_20232309_20232368_GRCH38|20232309|9606
chr13|20247520|CHR13_20247461_20247520_GRCH38|20247461|9606
chr13|20525906|CHR13_20525847_20525906_GRCH38|20525847|9606
chr13|20567170|CHR13_20567111_20567170_GRCH38|20567111|9606
chr13|20703263|CHR13_20703204_20703263_GRCH38|20703204|9606
chr13|20773990|CHR13_20773931_20773990_GRCH38|20773931|9606
chr13|20902795|CHR13_20902736_20902795_GRCH38|20902736|9606
chr13|20902795|CHR13_20902736_20902795_GRCH38|20902736|9606
chr13|20903090|CHR13_20903031_20903090_GRCH38|20903031|9606
