accessions|canonical_accession|id|is_canonical|is_isoform|isoform_name|protein_name|source|source_url
|P30203|P30203-5||True|CD6E|CD6|UniProt|https://www.uniprot.org/
|P30203|P30203-6||True|6|CD6|UniProt|https://www.uniprot.org/
|P30203|P30203-7||True|7|CD6|UniProt|https://www.uniprot.org/
"[""B4DPR8"", ""Q53XX4"", ""Q96J57""]"||P32970|True|||CD70|UniProt|https://www.uniprot.org/
|P32970|P32970-1||True|1|CD70|UniProt|https://www.uniprot.org/
|P32970|P32970-2||True|2|CD70|UniProt|https://www.uniprot.org/
||P21854|True|||CD72|UniProt|https://www.uniprot.org/
"[""A0N775"", ""Q53FB8""]"||P11912|True|||CD79A|UniProt|https://www.uniprot.org/
|P11912|P11912-1||True|1|CD79A|UniProt|https://www.uniprot.org/
|P11912|P11912-2||True|2|CD79A|UniProt|https://www.uniprot.org/
"[""Q53FS2"", ""Q9BU06""]"||P40259|True|||CD79B|UniProt|https://www.uniprot.org/
|P40259|P40259-1||True|Long|CD79B|UniProt|https://www.uniprot.org/
|P40259|P40259-2||True|Short|CD79B|UniProt|https://www.uniprot.org/
|P40259|P40259-3||True|3|CD79B|UniProt|https://www.uniprot.org/
||P09564|True|||CD7|UniProt|https://www.uniprot.org/
"[""Q5DTA9"", ""Q5DTB0""]"||P33681|True|||CD80|UniProt|https://www.uniprot.org/
|P33681|P33681-1||True|1|CD80|UniProt|https://www.uniprot.org/
|P33681|P33681-2||True|2|CD80|UniProt|https://www.uniprot.org/
|P33681|P33681-3||True|3|CD80|UniProt|https://www.uniprot.org/
"[""P18582"", ""Q5U0J6""]"||P60033|True|||CD81|UniProt|https://www.uniprot.org/
"[""D3DQN6"", ""E9PC70"", ""Q7Z2D4"", ""Q7Z5N2""]"||P27701|True|||CD82|UniProt|https://www.uniprot.org/
|P27701|P27701-1||True|1|CD82|UniProt|https://www.uniprot.org/
|P27701|P27701-2||True|2|CD82|UniProt|https://www.uniprot.org/
"[""Q5THX9""]"||Q01151|True|||CD83|UniProt|https://www.uniprot.org/
"[""A0N0P0"", ""B7Z2F3"", ""B7Z702"", ""E7ETN5"", ""E9PC27"", ""Q13655"", ""Q6FHB1"", ""Q6GTS4"", ""Q7M4L5""]"||P42081|True|||CD86|UniProt|https://www.uniprot.org/
|P42081|P42081-1||True|1|CD86|UniProt|https://www.uniprot.org/
|P42081|P42081-3||True|2|CD86|UniProt|https://www.uniprot.org/
|P42081|P42081-2||True|3|CD86|UniProt|https://www.uniprot.org/
|P42081|P42081-4||True|4|CD86|UniProt|https://www.uniprot.org/
|P42081|P42081-5||True|5|CD86|UniProt|https://www.uniprot.org/
|P42081|P42081-6||True|6|CD86|UniProt|https://www.uniprot.org/
"[""B4DT80"", ""D6W5M8"", ""Q13970"", ""Q4ZG17""]"||P01732|True|||CD8A|UniProt|https://www.uniprot.org/
|P01732|P01732-1||True|1|CD8A|UniProt|https://www.uniprot.org/
|P01732|P01732-2||True|2|CD8A|UniProt|https://www.uniprot.org/
|P01732|P01732-3||True|3|CD8A|UniProt|https://www.uniprot.org/
"[""A0A2R8Y7N9""]"||A6NJW9|True|||CD8B2|UniProt|https://www.uniprot.org/
"[""P14860"", ""P14861"", ""Q15980"", ""Q496E0"", ""Q496E1"", ""Q496E2"", ""Q9UDB4"", ""Q9UDB5"", ""Q9UDB6"", ""Q9UDB7"", ""Q9UDB8"", ""Q9UDB9"", ""Q9UDC0"", ""Q9UQ55""]"||P10966|True|||CD8B|UniProt|https://www.uniprot.org/
|P10966|P10966-1||True|1|CD8B|UniProt|https://www.uniprot.org/
|P10966|P10966-2||True|2|CD8B|UniProt|https://www.uniprot.org/
|P10966|P10966-3||True|3|CD8B|UniProt|https://www.uniprot.org/
|P10966|P10966-4||True|4|CD8B|UniProt|https://www.uniprot.org/
|P10966|P10966-6||True|5|CD8B|UniProt|https://www.uniprot.org/
|P10966|P10966-7||True|6|CD8B|UniProt|https://www.uniprot.org/
|P10966|P10966-8||True|7|CD8B|UniProt|https://www.uniprot.org/
|P10966|P10966-9||True|8|CD8B|UniProt|https://www.uniprot.org/
"[""A6NIW1"", ""O00518"", ""Q6ICV7""]"||P14209|True|||CD99|UniProt|https://www.uniprot.org/
|P14209|P14209-1||True|I|CD99|UniProt|https://www.uniprot.org/
|P14209|P14209-2||True|II|CD99|UniProt|https://www.uniprot.org/
|P14209|P14209-3||True|3|CD99|UniProt|https://www.uniprot.org/
"[""D3DUQ9"", ""Q5J7W6"", ""Q96ES4""]"||P21926|True|||CD9|UniProt|https://www.uniprot.org/
"[""A4D141"", ""A6NF50"", ""B3KTR5"", ""B4DUT3"", ""C9K0Y1"", ""Q6PIL4"", ""Q86YT0"", ""Q8IXN5"", ""Q96C70"", ""Q9H9A2"", ""Q9NPV2""]"||Q96GN5|True|||CDA7L|UniProt|https://www.uniprot.org/
|Q96GN5|Q96GN5-1||True|1|CDA7L|UniProt|https://www.uniprot.org/
|Q96GN5|Q96GN5-2||True|2|CDA7L|UniProt|https://www.uniprot.org/
|Q96GN5|Q96GN5-4||True|3|CDA7L|UniProt|https://www.uniprot.org/
|Q96GN5|Q96GN5-5||True|4|CDA7L|UniProt|https://www.uniprot.org/
"[""Q49A08"", ""Q4G119"", ""Q5TAW9"", ""Q7Z764"", ""Q9NT36""]"||Q9BWV3|True|||CDAC1|UniProt|https://www.uniprot.org/
|Q9BWV3|Q9BWV3-1||True|1|CDAC1|UniProt|https://www.uniprot.org/
|Q9BWV3|Q9BWV3-2||True|2|CDAC1|UniProt|https://www.uniprot.org/
|Q9BWV3|Q9BWV3-3||True|3|CDAC1|UniProt|https://www.uniprot.org/
|Q9BWV3|Q9BWV3-4||True|4|CDAC1|UniProt|https://www.uniprot.org/
"[""Q6NYD0"", ""Q7Z7L5"", ""Q969N3""]"||Q8IWY9|True|||CDAN1|UniProt|https://www.uniprot.org/
|Q8IWY9|Q8IWY9-2||True|2|CDAN1|UniProt|https://www.uniprot.org/
|Q8IWY9|Q8IWY9-1||True|1|CDAN1|UniProt|https://www.uniprot.org/
|Q8IWY9|Q8IWY9-3||True|3|CDAN1|UniProt|https://www.uniprot.org/
"[""A2A365"", ""Q5T8C8"", ""Q7Z651"", ""Q96AE6"", ""Q9Y564""]"||Q13042|True|||CDC16|UniProt|https://www.uniprot.org/
|Q13042|Q13042-1||True|1|CDC16|UniProt|https://www.uniprot.org/
|Q13042|Q13042-2||True|2|CDC16|UniProt|https://www.uniprot.org/
|Q13042|Q13042-3||True|3|CDC16|UniProt|https://www.uniprot.org/
|Q13042|Q13042-4||True|4|CDC16|UniProt|https://www.uniprot.org/
"[""B2R6Z6"", ""D3DPJ1"", ""Q5JUY4"", ""Q9BW56"", ""Q9UQI9""]"||Q12834|True|||CDC20|UniProt|https://www.uniprot.org/
"[""A8K6E5"", ""B4E3A2"", ""B7WP05"", ""D3DQB7"", ""O75433"", ""Q53FN2"", ""Q9BS73""]"||Q9UJX2|True|||CDC23|UniProt|https://www.uniprot.org/
|Q9UJX2|Q9UJX2-1||True|1|CDC23|UniProt|https://www.uniprot.org/
|Q9UJX2|Q9UJX2-2||True|2|CDC23|UniProt|https://www.uniprot.org/
|Q9UJX2|Q9UJX2-3||True|3|CDC23|UniProt|https://www.uniprot.org/
||Q8NHZ8|True|||CDC26|UniProt|https://www.uniprot.org/
"[""G3V1C4"", ""Q16349"", ""Q96F35""]"||P30260|True|||CDC27|UniProt|https://www.uniprot.org/
|P30260|P30260-1||True|1|CDC27|UniProt|https://www.uniprot.org/
|P30260|P30260-2||True|2|CDC27|UniProt|https://www.uniprot.org/
"[""Q53YA2""]"||Q16543|True|||CDC37|UniProt|https://www.uniprot.org/
"[""P21181"", ""P25763"", ""Q7L8R5"", ""Q9UDI2""]"||P60953|True|||CDC42|UniProt|https://www.uniprot.org/
|P60953|P60953-2||True|2|CDC42|UniProt|https://www.uniprot.org/
|P60953|P21181-4||True|2|CDC42|UniProt|https://www.uniprot.org/
|P60953|P60953-1||True|1|CDC42|UniProt|https://www.uniprot.org/
|P60953|P21181-1||True|1|CDC42|UniProt|https://www.uniprot.org/
"[""B4DDB4"", ""B4DDU3"", ""E9PDH7"", ""O60856"", ""Q20WK8"", ""Q6UW54"", ""Q9UP68""]"||O75419|True|||CDC45|UniProt|https://www.uniprot.org/
|O75419|O75419-1||True|1|CDC45|UniProt|https://www.uniprot.org/
|O75419|O75419-2||True|2|CDC45|UniProt|https://www.uniprot.org/
|O75419|O75419-3||True|3|CDC45|UniProt|https://www.uniprot.org/
"[""Q76N46"", ""Q99974""]"||Q99459|True|||CDC5L|UniProt|https://www.uniprot.org/
"[""Q8TB30""]"||Q99741|True|||CDC6|UniProt|https://www.uniprot.org/
"[""A6NLZ8"", ""B2RBR2"", ""Q6PK51"", ""Q96A07"", ""Q9H245"", ""Q9H5L7""]"||Q6P1J9|True|||CDC73|UniProt|https://www.uniprot.org/
"[""D3DT31"", ""O00558"", ""Q5T5U5""]"||O00311|True|||CDC7|UniProt|https://www.uniprot.org/
|O00311|O00311-1||True|1|CDC7|UniProt|https://www.uniprot.org/
"[""Q3SX74"", ""Q4G0W0"", ""Q5RKN0"", ""Q69YI4"", ""Q6P464"", ""Q8N7C1""]"||Q69YH5|True|||CDCA2|UniProt|https://www.uniprot.org/
|Q69YH5|Q69YH5-1||True|1|CDCA2|UniProt|https://www.uniprot.org/
|Q69YH5|Q69YH5-2||True|2|CDCA2|UniProt|https://www.uniprot.org/
"[""A8K5V6"", ""D3DUS6""]"||Q99618|True|||CDCA3|UniProt|https://www.uniprot.org/
"[""Q8TB18"", ""Q9NWK7""]"||Q9BXL8|True|||CDCA4|UniProt|https://www.uniprot.org/
"[""A8K625""]"||Q96FF9|True|||CDCA5|UniProt|https://www.uniprot.org/
"[""B4DLP8"", ""B4DV66"", ""Q53EW5"", ""Q580W9"", ""Q658K4"", ""Q658N4"", ""Q8NBY9"", ""Q96BV8"", ""Q96SP5""]"||Q9BWT1|True|||CDCA7|UniProt|https://www.uniprot.org/
|Q9BWT1|Q9BWT1-1||True|1|CDCA7|UniProt|https://www.uniprot.org/
|Q9BWT1|Q9BWT1-2||True|2|CDCA7|UniProt|https://www.uniprot.org/
|Q9BWT1|Q9BWT1-3||True|3|CDCA7|UniProt|https://www.uniprot.org/
|Q9BWT1|Q9BWT1-4||True|4|CDCA7|UniProt|https://www.uniprot.org/
|Q9BWT1|Q9BWT1-5||True|5|CDCA7|UniProt|https://www.uniprot.org/
|Q9BWT1|Q9BWT1-6||True|6|CDCA7|UniProt|https://www.uniprot.org/
"[""Q49UB4"", ""Q6NT71"", ""Q6U9Y2"", ""Q8WU91"", ""Q96QU7"", ""Q9H676"", ""Q9H8C2""]"||Q9H5V8|True|||CDCP1|UniProt|https://www.uniprot.org/
|Q9H5V8|Q9H5V8-1||True|1|CDCP1|UniProt|https://www.uniprot.org/
|Q9H5V8|Q9H5V8-2||True|2|CDCP1|UniProt|https://www.uniprot.org/
|Q9H5V8|Q9H5V8-3||True|3|CDCP1|UniProt|https://www.uniprot.org/
"[""A0A1B0GU47"", ""Q6ZWJ3""]"||Q5VXM1|True|||CDCP2|UniProt|https://www.uniprot.org/
|Q5VXM1|Q5VXM1-3||True|1|CDCP2|UniProt|https://www.uniprot.org/
|Q5VXM1|Q5VXM1-1||True|2|CDCP2|UniProt|https://www.uniprot.org/
||P32320|True|||CDD|UniProt|https://www.uniprot.org/
"[""Q69YZ8"", ""Q8IXY5""]"||Q96JP9|True|||CDHR1|UniProt|https://www.uniprot.org/
|Q96JP9|Q96JP9-1||True|1|CDHR1|UniProt|https://www.uniprot.org/
|Q96JP9|Q96JP9-2||True|2|CDHR1|UniProt|https://www.uniprot.org/
"[""A1L3U4"", ""A6NC80"", ""Q9NXP8""]"||Q9BYE9|True|||CDHR2|UniProt|https://www.uniprot.org/
"[""Q8TCI7""]"||Q6ZTQ4|True|||CDHR3|UniProt|https://www.uniprot.org/
|Q6ZTQ4|Q6ZTQ4-1||True|1|CDHR3|UniProt|https://www.uniprot.org/
|Q6ZTQ4|Q6ZTQ4-2||True|2|CDHR3|UniProt|https://www.uniprot.org/
"[""Q6UXT0""]"||A6H8M9|True|||CDHR4|UniProt|https://www.uniprot.org/
|A6H8M9|A6H8M9-1||True|1|CDHR4|UniProt|https://www.uniprot.org/
|A6H8M9|A6H8M9-2||True|2|CDHR4|UniProt|https://www.uniprot.org/
"[""C9J7X1"", ""Q9H746"", ""Q9HAU3"", ""Q9HBB5"", ""Q9HBB6"", ""Q9HBB7"", ""Q9NX86"", ""Q9NXI9""]"||Q9HBB8|True|||CDHR5|UniProt|https://www.uniprot.org/
|Q9HBB8|Q9HBB8-1||True|1 {ECO:0000269PubMed:11031102, ECO:0000305}|CDHR5|UniProt|https://www.uniprot.org/
|Q9HBB8|Q9HBB8-2||True|2 {ECO:0000305}|CDHR5|UniProt|https://www.uniprot.org/
|Q9HBB8|Q9HBB8-4||True|3|CDHR5|UniProt|https://www.uniprot.org/
"[""B2RD87""]"||Q9Y2V0|True|||CDIN1|UniProt|https://www.uniprot.org/
|Q9Y2V0|Q9Y2V0-1||True|1|CDIN1|UniProt|https://www.uniprot.org/
|Q9Y2V0|Q9Y2V0-2||True|2|CDIN1|UniProt|https://www.uniprot.org/
"[""A8K7M1"", ""B4DFU1"", ""B4DY75"", ""D3DUD6"", ""Q96ID8"", ""Q9H0Q4"", ""Q9P112""]"||Q9H305|True|||CDIP1|UniProt|https://www.uniprot.org/
|Q9H305|Q9H305-1||True|1|CDIP1|UniProt|https://www.uniprot.org/
|Q9H305|Q9H305-2||True|2|CDIP1|UniProt|https://www.uniprot.org/
|Q9H305|Q9H305-3||True|3|CDIP1|UniProt|https://www.uniprot.org/
"[""B4DUV0"", ""H3BTV1"", ""Q6FGU1"", ""Q6ZN70""]"||O14735|True|||CDIPT|UniProt|https://www.uniprot.org/
|O14735|O14735-1||True|1|CDIPT|UniProt|https://www.uniprot.org/
|O14735|O14735-2||True|2|CDIPT|UniProt|https://www.uniprot.org/
|O14735|O14735-3||True|3|CDIPT|UniProt|https://www.uniprot.org/
"[""A8K370"", ""A8K8I6"", ""A8MXU6"", ""B3KQJ3"", ""B7Z420"", ""D3DX82"", ""D3DX83"", ""Q0VGZ7"", ""Q15130"", ""Q6PJC0""]"||Q15131|True|||CDK10|UniProt|https://www.uniprot.org/
|Q15131|Q15131-1||True|1|CDK10|UniProt|https://www.uniprot.org/
|Q15131|Q15131-2||True|2|CDK10|UniProt|https://www.uniprot.org/
|Q15131|Q15131-3||True|3|CDK10|UniProt|https://www.uniprot.org/
|Q15131|Q15131-4||True|4|CDK10|UniProt|https://www.uniprot.org/
|Q15131|Q15131-5||True|5|CDK10|UniProt|https://www.uniprot.org/
|Q15131|Q15131-6||True|6|CDK10|UniProt|https://www.uniprot.org/
|Q15131|Q15131-7||True|7|CDK10|UniProt|https://www.uniprot.org/
"[""A7E2B2"", ""B4DYX4"", ""B9EIQ6"", ""O94978""]"||Q9NYV4|True|||CDK12|UniProt|https://www.uniprot.org/
|Q9NYV4|Q9NYV4-1||True|1|CDK12|UniProt|https://www.uniprot.org/
|Q9NYV4|Q9NYV4-2||True|2|CDK12|UniProt|https://www.uniprot.org/
|Q9NYV4|Q9NYV4-3||True|3|CDK12|UniProt|https://www.uniprot.org/
"[""Q53G78"", ""Q6DKQ9"", ""Q75MH4"", ""Q75MH5"", ""Q96JN4"", ""Q9H4A0"", ""Q9H4A1"", ""Q9UDR4""]"||Q14004|True|||CDK13|UniProt|https://www.uniprot.org/
|Q14004|Q14004-1||True|1|CDK13|UniProt|https://www.uniprot.org/
|Q14004|Q14004-2||True|2|CDK13|UniProt|https://www.uniprot.org/
"[""A4D1E6"", ""A6NK51"", ""A8WFP6"", ""B4DHG5"", ""B4DNM2"", ""Q75N06"", ""Q75N22"", ""Q8N764"", ""Q9H3D7"", ""Q9UDR0""]"||O94921|True|||CDK14|UniProt|https://www.uniprot.org/
|O94921|O94921-1||True|1|CDK14|UniProt|https://www.uniprot.org/
|O94921|O94921-2||True|2|CDK14|UniProt|https://www.uniprot.org/
|O94921|O94921-3||True|3|CDK14|UniProt|https://www.uniprot.org/
"[""A8K8R9"", ""B8ZZX0"", ""C9J1N8"", ""C9K003"", ""F8W6H8"", ""Q4ZG86"", ""Q53TV1"", ""Q6ZMR9"", ""Q8IUP1""]"||Q96Q40|True|||CDK15|UniProt|https://www.uniprot.org/
|Q96Q40|Q96Q40-1||True|1|CDK15|UniProt|https://www.uniprot.org/
|Q96Q40|Q96Q40-3||True|3|CDK15|UniProt|https://www.uniprot.org/
|Q96Q40|Q96Q40-4||True|4|CDK15|UniProt|https://www.uniprot.org/
|Q96Q40|Q96Q40-5||True|5|CDK15|UniProt|https://www.uniprot.org/
|Q96Q40|Q96Q40-6||True|6|CDK15|UniProt|https://www.uniprot.org/
"[""A8K280"", ""B7Z7C8"", ""J3KN74"", ""J3KQP7""]"||Q00536|True|||CDK16|UniProt|https://www.uniprot.org/
|Q00536|Q00536-1||True|1|CDK16|UniProt|https://www.uniprot.org/
|Q00536|Q00536-2||True|2|CDK16|UniProt|https://www.uniprot.org/
|Q00536|Q00536-3||True|3|CDK16|UniProt|https://www.uniprot.org/
"[""A8K1U6"", ""B2RCQ2"", ""Q8NEB8""]"||Q00537|True|||CDK17|UniProt|https://www.uniprot.org/
|Q00537|Q00537-1||True|1|CDK17|UniProt|https://www.uniprot.org/
|Q00537|Q00537-2||True|2|CDK17|UniProt|https://www.uniprot.org/
"[""Q5VXQ2"", ""Q6V3A2"", ""Q6V3A3"", ""Q96F90""]"||Q07002|True|||CDK18|UniProt|https://www.uniprot.org/
|Q07002|Q07002-2||True|1|CDK18|UniProt|https://www.uniprot.org/
|Q07002|Q07002-3||True|2|CDK18|UniProt|https://www.uniprot.org/
"[""Q5JQZ7"", ""Q5JR00"", ""Q8TC78"", ""Q9UPX2""]"||Q9BWU1|True|||CDK19|UniProt|https://www.uniprot.org/
|Q9BWU1|Q9BWU1-1||True|1|CDK19|UniProt|https://www.uniprot.org/
|Q9BWU1|Q9BWU1-2||True|2|CDK19|UniProt|https://www.uniprot.org/
"[""A8K7C4"", ""C9J497"", ""O60764""]"||P06493|True|||CDK1|UniProt|https://www.uniprot.org/
|P06493|P06493-1||True|1|CDK1|UniProt|https://www.uniprot.org/
|P06493|P06493-2||True|2|CDK1|UniProt|https://www.uniprot.org/
"[""A2A389"", ""A2A390"", ""B4DQX1"", ""O95137"", ""Q5EDC4"", ""Q5VYW1"", ""Q9BUF4""]"||Q8IZL9|True|||CDK20|UniProt|https://www.uniprot.org/
|Q8IZL9|Q8IZL9-1||True|1|CDK20|UniProt|https://www.uniprot.org/
|Q8IZL9|Q8IZL9-2||True|2|CDK20|UniProt|https://www.uniprot.org/
|Q8IZL9|Q8IZL9-3||True|3|CDK20|UniProt|https://www.uniprot.org/
|Q8IZL9|Q8IZL9-4||True|4|CDK20|UniProt|https://www.uniprot.org/
|Q8IZL9|Q8IZL9-5||True|5|CDK20|UniProt|https://www.uniprot.org/
"[""A8K7C6"", ""O75100""]"||P24941|True|||CDK2|UniProt|https://www.uniprot.org/
|P24941|P24941-1||True|1|CDK2|UniProt|https://www.uniprot.org/
|P24941|P24941-2||True|2|CDK2|UniProt|https://www.uniprot.org/
||Q00526|True|||CDK3|UniProt|https://www.uniprot.org/
"[""B2R9A0"", ""B4DNF9"", ""O00576"", ""Q6FG61""]"||P11802|True|||CDK4|UniProt|https://www.uniprot.org/
|P11802|P11802-1||True|1|CDK4|UniProt|https://www.uniprot.org/
|P11802|P11802-2||True|2|CDK4|UniProt|https://www.uniprot.org/
"[""A1XKG3""]"||Q00535|True|||CDK5|UniProt|https://www.uniprot.org/
|Q00535|Q00535-1||True|1|CDK5|UniProt|https://www.uniprot.org/
|Q00535|Q00535-2||True|2|CDK5|UniProt|https://www.uniprot.org/
"[""A4D1G0""]"||Q00534|True|||CDK6|UniProt|https://www.uniprot.org/
"[""Q9BS60"", ""Q9UE19""]"||P50613|True|||CDK7|UniProt|https://www.uniprot.org/
"[""Q5VUF3"", ""Q6ISB5""]"||P49336|True|||CDK8|UniProt|https://www.uniprot.org/
|P49336|P49336-1||True|1|CDK8|UniProt|https://www.uniprot.org/
|P49336|P49336-2||True|2|CDK8|UniProt|https://www.uniprot.org/
"[""Q5JU24"", ""Q5JU25"", ""Q5U006"", ""Q96TF1""]"||P50750|True|||CDK9|UniProt|https://www.uniprot.org/
|P50750|P50750-1||True|1|CDK9|UniProt|https://www.uniprot.org/
|P50750|P50750-2||True|2|CDK9|UniProt|https://www.uniprot.org/
"[""F5GYA4""]"||O14519|True|||CDKA1|UniProt|https://www.uniprot.org/
|O14519|O14519-1||True|1|CDKA1|UniProt|https://www.uniprot.org/
|O14519|O14519-2||True|2|CDKA1|UniProt|https://www.uniprot.org/
||O75956|True|||CDKA2|UniProt|https://www.uniprot.org/
"[""A8K6S0"", ""Q6P385"", ""Q6ZR27"", ""Q9NXB3""]"||Q5VV42|True|||CDKAL|UniProt|https://www.uniprot.org/
|Q5VV42|Q5VV42-1||True|1|CDKAL|UniProt|https://www.uniprot.org/
|Q5VV42|Q5VV42-2||True|2|CDKAL|UniProt|https://www.uniprot.org/
|Q5VV42|Q5VV42-3||True|3|CDKAL|UniProt|https://www.uniprot.org/
"[""J3KMW1"", ""Q2M3A4"", ""Q6QUA0"", ""Q8WXQ5""]"||Q00532|True|||CDKL1|UniProt|https://www.uniprot.org/
|Q00532|Q00532-1||True|1|CDKL1|UniProt|https://www.uniprot.org/
|Q00532|Q00532-2||True|2|CDKL1|UniProt|https://www.uniprot.org/
|Q00532|Q00532-3||True|3|CDKL1|UniProt|https://www.uniprot.org/
"[""B2R695""]"||Q92772|True|||CDKL2|UniProt|https://www.uniprot.org/
"[""D3DQA0"", ""D3DQA1"", ""Q9P114""]"||Q8IVW4|True|||CDKL3|UniProt|https://www.uniprot.org/
|Q8IVW4|Q8IVW4-1||True|1|CDKL3|UniProt|https://www.uniprot.org/
|Q8IVW4|Q8IVW4-2||True|2|CDKL3|UniProt|https://www.uniprot.org/
"[""Q2NME9""]"||Q5MAI5|True|||CDKL4|UniProt|https://www.uniprot.org/
|Q5MAI5|Q5MAI5-1||True|1|CDKL4|UniProt|https://www.uniprot.org/
|Q5MAI5|Q5MAI5-2||True|2|CDKL4|UniProt|https://www.uniprot.org/
"[""G9B9X4"", ""Q14198"", ""Q5H985"", ""Q8IYC7"", ""Q9UJL6""]"||O76039|True|||CDKL5|UniProt|https://www.uniprot.org/
|O76039|O76039-2||True|1|CDKL5|UniProt|https://www.uniprot.org/
|O76039|O76039-1||True|2|CDKL5|UniProt|https://www.uniprot.org/
"[""Q53ZU6"", ""Q5U0M4"", ""Q6P1N8"", ""Q99585"", ""Q9BPW7"", ""Q9BY36"", ""Q9C042"", ""Q9C046"", ""Q9C047"", ""Q9C049"", ""Q9C051"", ""Q9C053""]"||Q16667|True|||CDKN3|UniProt|https://www.uniprot.org/
|Q16667|Q16667-1||True|1|CDKN3|UniProt|https://www.uniprot.org/
|Q16667|Q16667-2||True|2|CDKN3|UniProt|https://www.uniprot.org/
"[""Q14010"", ""Q6FI05"", ""Q9BUT4""]"||P38936|True|||CDN1A|UniProt|https://www.uniprot.org/
"[""Q16307"", ""Q5U0H2"", ""Q9BUS6""]"||P46527|True|||CDN1B|UniProt|https://www.uniprot.org/
||P49918|True|||CDN1C|UniProt|https://www.uniprot.org/
|P49918|P49918-1||True|Long|CDN1C|UniProt|https://www.uniprot.org/
|P49918|P49918-2||True|Short|CDN1C|UniProt|https://www.uniprot.org/
"[""A5X2G7"", ""D3DRK1"", ""G3XAG3"", ""O95440"", ""Q15191"", ""Q5VVJ5"", ""Q96B52"", ""Q9NP05""]"||P42771|True|||CDN2A|UniProt|https://www.uniprot.org/
|P42771|P42771-1||True|1|CDN2A|UniProt|https://www.uniprot.org/
|P42771|P42771-2||True|2|CDN2A|UniProt|https://www.uniprot.org/
|P42771|P42771-3||True|3|CDN2A|UniProt|https://www.uniprot.org/
|P42771|Q8N726-1||True|tumor suppressor ARF|CDN2A|UniProt|https://www.uniprot.org/
|P42771|P42771-4||True|5|CDN2A|UniProt|https://www.uniprot.org/
|P42771|Q8N726-2||True|smARF|CDN2A|UniProt|https://www.uniprot.org/
"[""O15125"", ""Q6FI09""]"||P42772|True|||CDN2B|UniProt|https://www.uniprot.org/
|P42772|P42772-1||True|1|CDN2B|UniProt|https://www.uniprot.org/
|P42772|P42772-2||True|2|CDN2B|UniProt|https://www.uniprot.org/
"[""Q8TB83""]"||P42773|True|||CDN2C|UniProt|https://www.uniprot.org/
"[""Q13102"", ""Q6FGE9""]"||P55273|True|||CDN2D|UniProt|https://www.uniprot.org/
"[""A2RUU0"", ""B4DVW3""]"||Q49AH0|True|||CDNF|UniProt|https://www.uniprot.org/
|Q49AH0|Q49AH0-1||True|1|CDNF|UniProt|https://www.uniprot.org/
|Q49AH0|Q49AH0-2||True|2|CDNF|UniProt|https://www.uniprot.org/
"[""B2RAK4"", ""P78513"", ""Q6FHZ8"", ""Q8TB64""]"||Q16878|True|||CDO1|UniProt|https://www.uniprot.org/
"[""O14631""]"||Q4KMG0|True|||CDON|UniProt|https://www.uniprot.org/
|Q4KMG0|Q4KMG0-1||True|1|CDON|UniProt|https://www.uniprot.org/
|Q4KMG0|Q4KMG0-2||True|2|CDON|UniProt|https://www.uniprot.org/
"[""A6NCA1"", ""A9IU12"", ""A9IU16"", ""Q3ZCR8""]"||Q6NVV7|True|||CDPF1|UniProt|https://www.uniprot.org/
"[""Q5JXH6""]"||P51861|True|||CDR1|UniProt|https://www.uniprot.org/
"[""B4DFA7"", ""Q15175""]"||Q86X02|True|||CDR2L|UniProt|https://www.uniprot.org/
"[""A8K8A8"", ""Q13977""]"||Q01850|True|||CDR2|UniProt|https://www.uniprot.org/
"[""O43848"", ""O95611""]"||O95170|True|||CDRT1|UniProt|https://www.uniprot.org/
|O95170|O95170-1||True|1|CDRT1|UniProt|https://www.uniprot.org/
|O95170|O95170-2||True|2|CDRT1|UniProt|https://www.uniprot.org/
"[""A8MSL9"", ""D3DTT2"", ""Q8IZ19""]"||Q8N9R6|True|||CDRT4|UniProt|https://www.uniprot.org/
"[""B2RUU5""]"||Q96T59|True|||CDRTF|UniProt|https://www.uniprot.org/
"[""B2RAL5"", ""O00163""]"||Q92903|True|||CDS1|UniProt|https://www.uniprot.org/
"[""B2RDC6"", ""D3DW04"", ""Q5TDY2"", ""Q5TDY3"", ""Q5TDY4"", ""Q5TDY5"", ""Q9BYK5"", ""Q9NTT2""]"||O95674|True|||CDS2|UniProt|https://www.uniprot.org/
|O95674|O95674-1||True|1|CDS2|UniProt|https://www.uniprot.org/
|O95674|O95674-2||True|2|CDS2|UniProt|https://www.uniprot.org/
"[""B0S7V2"", ""B0UYZ7"", ""G8JLG2"", ""O43509"", ""Q5SQ85"", ""Q5STD2"", ""Q7LA70"", ""Q7LA71"", ""Q86Z04"", ""Q8IZU4"", ""Q8IZU5"", ""Q8IZU6"", ""Q8N5P3"", ""Q95IF9"", ""Q9NP52"", ""Q9NPE0"", ""Q9NPG5"", ""Q9NRH4"", ""Q9NRH5"", ""Q9NRH6"", ""Q9NRH7"", ""Q9NRH8"", ""Q9UBH8"", ""Q9UIN6"", ""Q9UIN7"", ""Q9UIN8"", ""Q9UIN9"", ""Q9UIP0""]"||Q15517|True|||CDSN|UniProt|https://www.uniprot.org/
"[""Q86XX9"", ""Q96CJ5"", ""Q96GK5"", ""Q96H67"", ""Q96HE6"", ""Q9BWM0""]"||Q9H211|True|||CDT1|UniProt|https://www.uniprot.org/
