go_term_id|label|pathway_name|source_id|source_type|subontology|target_id|target_type
GO:0006261|pathway_to_biological_process|DNA Replication|R-HSA-69306|pathway|biological_process|GO_0006261|biological_process
GO:0031507|pathway_to_biological_process|DNA methylation|R-HSA-5334118|pathway|biological_process|GO_0031507|biological_process
GO:0006270|pathway_to_biological_process|DNA replication initiation|R-HSA-68952|pathway|biological_process|GO_0006270|biological_process
GO:0006271|pathway_to_biological_process|DNA strand elongation|R-HSA-69190|pathway|biological_process|GO_0006271|biological_process
GO:0050651|pathway_to_biological_process|DS-GAG biosynthesis|R-HSA-2022923|pathway|biological_process|GO_0050651|biological_process
GO:0000289|pathway_to_biological_process|Deadenylation of mRNA|R-HSA-429947|pathway|biological_process|GO_0000289|biological_process
GO:0000288|pathway_to_biological_process|Deadenylation-dependent mRNA decay|R-HSA-429914|pathway|biological_process|GO_0000288|biological_process
GO:0007166|pathway_to_biological_process|Death Receptor Signaling|R-HSA-73887|pathway|biological_process|GO_0007166|biological_process
GO:0090263|pathway_to_biological_process|Degradation of AXIN|R-HSA-4641257|pathway|biological_process|GO_0090263|biological_process
GO:0090090|pathway_to_biological_process|Degradation of DVL|R-HSA-4641258|pathway|biological_process|GO_0090090|biological_process
GO:0009450|pathway_to_biological_process|Degradation of GABA|R-HSA-916853|pathway|biological_process|GO_0009450|biological_process
GO:0000098|pathway_to_biological_process|Degradation of cysteine and homocysteine|R-HSA-1614558|pathway|biological_process|GO_0000098|biological_process
GO:0022617|pathway_to_biological_process|Degradation of the extracellular matrix|R-HSA-1474228|pathway|biological_process|GO_0022617|biological_process
GO:0034080|pathway_to_biological_process|Deposition of new CENPA-containing nucleosomes at the centromere|R-HSA-606279|pathway|biological_process|GO_0034080|biological_process
GO:0045007|pathway_to_biological_process|Depurination|R-HSA-73927|pathway|biological_process|GO_0045007|biological_process
GO:0045008|pathway_to_biological_process|Depyrimidination|R-HSA-73928|pathway|biological_process|GO_0045008|biological_process
GO:0034599|pathway_to_biological_process|Detoxification of Reactive Oxygen Species|R-HSA-3299685|pathway|biological_process|GO_0034599|biological_process
GO:0016579|pathway_to_biological_process|Deubiquitination|R-HSA-5688426|pathway|biological_process|GO_0016579|biological_process
GO:0003334|pathway_to_biological_process|Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin|R-HSA-9725554|pathway|biological_process|GO_0003334|biological_process
GO:0007586|pathway_to_biological_process|Digestion|R-HSA-8935690|pathway|biological_process|GO_0007586|biological_process
GO:0044245|pathway_to_biological_process|Digestion of dietary carbohydrate|R-HSA-189085|pathway|biological_process|GO_0044245|biological_process
GO:0044241|pathway_to_biological_process|Digestion of dietary lipid|R-HSA-192456|pathway|biological_process|GO_0044241|biological_process
GO:0060070|pathway_to_biological_process|Disassembly of the destruction complex and recruitment of AXIN to the membrane|R-HSA-4641262|pathway|biological_process|GO_0060070|biological_process
GO:0042730|pathway_to_biological_process|Dissolution of Fibrin Clot|R-HSA-75205|pathway|biological_process|GO_0042730|biological_process
GO:0006836|pathway_to_biological_process|Dopamine Neurotransmitter Release Cycle|R-HSA-212676|pathway|biological_process|GO_0006836|biological_process
GO:0000122|pathway_to_biological_process|Downregulation of SMAD2/3:SMAD4 transcriptional activity|R-HSA-2173795|pathway|biological_process|GO_0000122|biological_process
GO:0030512|pathway_to_biological_process|Downregulation of TGF-beta receptor signaling|R-HSA-2173788|pathway|biological_process|GO_0030512|biological_process
GO:0006805|pathway_to_biological_process|Drug ADME|R-HSA-9748784|pathway|biological_process|GO_0006805|biological_process
GO:0006289|pathway_to_biological_process|Dual Incision in GG-NER|R-HSA-5696400|pathway|biological_process|GO_0006289|biological_process
GO:0042059|pathway_to_biological_process|EGFR downregulation|R-HSA-182971|pathway|biological_process|GO_0042059|biological_process
GO:0007165|pathway_to_biological_process|EGFR interacts with phospholipase C-gamma|R-HSA-212718|pathway|biological_process|GO_0007165|biological_process
GO:0007052|pathway_to_biological_process|EML4 and NUDC in mitotic spindle formation|R-HSA-9648025|pathway|biological_process|GO_0007052|biological_process
GO:0048013|pathway_to_biological_process|EPH-Ephrin signaling|R-HSA-2682334|pathway|biological_process|GO_0048013|biological_process
GO:1904380|pathway_to_biological_process|ER Quality Control Compartment (ERQC)|R-HSA-901032|pathway|biological_process|GO_1904380|biological_process
GO:0006888|pathway_to_biological_process|ER to Golgi Anterograde Transport|R-HSA-199977|pathway|biological_process|GO_0006888|biological_process
GO:0002479|pathway_to_biological_process|ER-Phagosome pathway|R-HSA-1236974|pathway|biological_process|GO_0002479|biological_process
GO:2000145|pathway_to_biological_process|ERBB2 Regulates Cell Motility|R-HSA-6785631|pathway|biological_process|GO_2000145|biological_process
GO:0006690|pathway_to_biological_process|Eicosanoids|R-HSA-211979|pathway|biological_process|GO_0006690|biological_process
GO:0006124|pathway_to_biological_process|Electron transport from NADPH to Ferredoxin|R-HSA-2395516|pathway|biological_process|GO_0006124|biological_process
GO:0016125|pathway_to_biological_process|Endogenous sterols|R-HSA-211976|pathway|biological_process|GO_0016125|biological_process
GO:0016197|pathway_to_biological_process|Endosomal Sorting Complex Required For Transport (ESCRT)|R-HSA-917729|pathway|biological_process|GO_0016197|biological_process
GO:0002480|pathway_to_biological_process|Endosomal/Vacuolar pathway|R-HSA-1236977|pathway|biological_process|GO_0002480|biological_process
GO:0051726|pathway_to_biological_process|Energy dependent regulation of mTOR by LKB1-AMPK|R-HSA-380972|pathway|biological_process|GO_0051726|biological_process
GO:0019065|pathway_to_biological_process|Entry of Influenza Virion into Host Cell via Endocytosis|R-HSA-168275|pathway|biological_process|GO_0019065|biological_process
GO:0042420|pathway_to_biological_process|Enzymatic degradation of Dopamine by monoamine oxidase|R-HSA-379398|pathway|biological_process|GO_0042420|biological_process
GO:0042420|pathway_to_biological_process|Enzymatic degradation of dopamine by COMT|R-HSA-379397|pathway|biological_process|GO_0042420|biological_process
GO:0040029|pathway_to_biological_process|Epigenetic regulation of gene expression|R-HSA-212165|pathway|biological_process|GO_0040029|biological_process
GO:0001837|pathway_to_biological_process|Epithelial-Mesenchymal Transition (EMT) during gastrulation|R-HSA-9758919|pathway|biological_process|GO_0001837|biological_process
GO:0051897|pathway_to_biological_process|Erythropoietin activates Phosphoinositide-3-kinase (PI3K)|R-HSA-9027276|pathway|biological_process|GO_0051897|biological_process
GO:0046579|pathway_to_biological_process|Erythropoietin activates RAS|R-HSA-9027284|pathway|biological_process|GO_0046579|biological_process
GO:1904894|pathway_to_biological_process|Erythropoietin activates STAT5|R-HSA-9027283|pathway|biological_process|GO_1904894|biological_process
GO:0007062|pathway_to_biological_process|Establishment of Sister Chromatid Cohesion|R-HSA-2468052|pathway|biological_process|GO_0007062|biological_process
GO:0006703|pathway_to_biological_process|Estrogen biosynthesis|R-HSA-193144|pathway|biological_process|GO_0006703|biological_process
GO:0006068|pathway_to_biological_process|Ethanol oxidation|R-HSA-71384|pathway|biological_process|GO_0006068|biological_process
GO:0006414|pathway_to_biological_process|Eukaryotic Translation Elongation|R-HSA-156842|pathway|biological_process|GO_0006414|biological_process
GO:0006413|pathway_to_biological_process|Eukaryotic Translation Initiation|R-HSA-72613|pathway|biological_process|GO_0006413|biological_process
GO:0006415|pathway_to_biological_process|Eukaryotic Translation Termination|R-HSA-72764|pathway|biological_process|GO_0006415|biological_process
GO:0075733|pathway_to_biological_process|Export of Viral Ribonucleoproteins from Nucleus|R-HSA-168274|pathway|biological_process|GO_0075733|biological_process
GO:0010468|pathway_to_biological_process|Expression and translocation of olfactory receptors|R-HSA-9752946|pathway|biological_process|GO_0010468|biological_process
GO:0030198|pathway_to_biological_process|Extracellular matrix organization|R-HSA-1474244|pathway|biological_process|GO_0030198|biological_process
GO:0007598|pathway_to_biological_process|Extrinsic Pathway of Fibrin Clot Formation|R-HSA-140834|pathway|biological_process|GO_0007598|biological_process
GO:0044528|pathway_to_biological_process|FASTK family proteins regulate processing and stability of mitochondrial RNAs|R-HSA-9837092|pathway|biological_process|GO_0044528|biological_process
GO:0045930|pathway_to_biological_process|FBXL7 down-regulates AURKA during mitotic entry and in early mitosis|R-HSA-8854050|pathway|biological_process|GO_0045930|biological_process
GO:0002862|pathway_to_biological_process|FCGR3A-mediated IL10 synthesis|R-HSA-9664323|pathway|biological_process|GO_0002862|biological_process
GO:0038096|pathway_to_biological_process|FCGR3A-mediated phagocytosis|R-HSA-9664422|pathway|biological_process|GO_0038096|biological_process
GO:0019221|pathway_to_biological_process|FLT3 Signaling|R-HSA-9607240|pathway|biological_process|GO_0019221|biological_process
GO:0036297|pathway_to_biological_process|Fanconi Anemia Pathway|R-HSA-6783310|pathway|biological_process|GO_0036297|biological_process
GO:0097190|pathway_to_biological_process|FasL/ CD95L signaling|R-HSA-75157|pathway|biological_process|GO_0097190|biological_process
GO:0006631|pathway_to_biological_process|Fatty acid metabolism|R-HSA-8978868|pathway|biological_process|GO_0006631|biological_process
GO:0006631|pathway_to_biological_process|Fatty acids|R-HSA-211935|pathway|biological_process|GO_0006631|biological_process
GO:0046949|pathway_to_biological_process|Fatty acyl-CoA biosynthesis|R-HSA-75105|pathway|biological_process|GO_0046949|biological_process
GO:0038095|pathway_to_biological_process|Fc epsilon receptor (FCERI) signaling|R-HSA-2454202|pathway|biological_process|GO_0038095|biological_process
GO:0038096|pathway_to_biological_process|Fcgamma receptor (FCGR) dependent phagocytosis|R-HSA-2029480|pathway|biological_process|GO_0038096|biological_process
GO:0007338|pathway_to_biological_process|Fertilization|R-HSA-1187000|pathway|biological_process|GO_0007338|biological_process
GO:0006457|pathway_to_biological_process|Folding of actin by CCT/TriC|R-HSA-390450|pathway|biological_process|GO_0006457|biological_process
GO:0042776|pathway_to_biological_process|Formation of ATP by chemiosmotic coupling|R-HSA-163210|pathway|biological_process|GO_0042776|biological_process
GO:0048320|pathway_to_biological_process|Formation of axial mesoderm|R-HSA-9796292|pathway|biological_process|GO_0048320|biological_process
GO:0001706|pathway_to_biological_process|Formation of definitive endoderm|R-HSA-9823730|pathway|biological_process|GO_0001706|biological_process
GO:0048391|pathway_to_biological_process|Formation of intermediate mesoderm|R-HSA-9761174|pathway|biological_process|GO_0048391|biological_process
GO:0048370|pathway_to_biological_process|Formation of lateral plate mesoderm|R-HSA-9758920|pathway|biological_process|GO_0048370|biological_process
GO:0048341|pathway_to_biological_process|Formation of paraxial mesoderm|R-HSA-9793380|pathway|biological_process|GO_0048341|biological_process
GO:0001887|pathway_to_biological_process|Formation of selenosugars for excretion|R-HSA-2408499|pathway|biological_process|GO_0001887|biological_process
GO:0009226|pathway_to_biological_process|Formation of the active cofactor, UDP-glucuronate|R-HSA-173599|pathway|biological_process|GO_0009226|biological_process
GO:0090017|pathway_to_biological_process|Formation of the anterior neural plate|R-HSA-9823739|pathway|biological_process|GO_0090017|biological_process
GO:1904837|pathway_to_biological_process|Formation of the beta-catenin:TCF transactivating complex|R-HSA-201722|pathway|biological_process|GO_1904837|biological_process
GO:0070268|pathway_to_biological_process|Formation of the cornified envelope|R-HSA-6809371|pathway|biological_process|GO_0070268|biological_process
GO:0072179|pathway_to_biological_process|Formation of the nephric duct|R-HSA-9830364|pathway|biological_process|GO_0072179|biological_process
GO:0090018|pathway_to_biological_process|Formation of the posterior neural plate|R-HSA-9832991|pathway|biological_process|GO_0090018|biological_process
GO:0060676|pathway_to_biological_process|Formation of the ureteric bud|R-HSA-9830674|pathway|biological_process|GO_0060676|biological_process
GO:0006457|pathway_to_biological_process|Formation of tubulin folding intermediates by CCT/TriC|R-HSA-389960|pathway|biological_process|GO_0006457|biological_process
GO:0019640|pathway_to_biological_process|Formation of xylulose-5-phosphate|R-HSA-5661270|pathway|biological_process|GO_0019640|biological_process
GO:0032024|pathway_to_biological_process|Free fatty acids regulate insulin secretion|R-HSA-400451|pathway|biological_process|GO_0032024|biological_process
GO:0046370|pathway_to_biological_process|Fructose biosynthesis|R-HSA-5652227|pathway|biological_process|GO_0046370|biological_process
GO:0061624|pathway_to_biological_process|Fructose catabolism|R-HSA-70350|pathway|biological_process|GO_0061624|biological_process
GO:0006000|pathway_to_biological_process|Fructose metabolism|R-HSA-5652084|pathway|biological_process|GO_0006000|biological_process
GO:0046718|pathway_to_biological_process|Fusion and Uncoating of the Influenza Virion|R-HSA-168270|pathway|biological_process|GO_0046718|biological_process
GO:0019064|pathway_to_biological_process|Fusion of the Influenza Virion to the Host Cell Endosome|R-HSA-168288|pathway|biological_process|GO_0019064|biological_process
GO:0000080|pathway_to_biological_process|G1 Phase|R-HSA-69236|pathway|biological_process|GO_0000080|biological_process
GO:0000082|pathway_to_biological_process|G1/S Transition|R-HSA-69206|pathway|biological_process|GO_0000082|biological_process
GO:0007346|pathway_to_biological_process|G2 Phase|R-HSA-68911|pathway|biological_process|GO_0007346|biological_process
GO:0000086|pathway_to_biological_process|G2/M Transition|R-HSA-69275|pathway|biological_process|GO_0000086|biological_process
GO:0009449|pathway_to_biological_process|GABA synthesis|R-HSA-888568|pathway|biological_process|GO_0009449|biological_process
GO:0042350|pathway_to_biological_process|GDP-fucose biosynthesis|R-HSA-6787639|pathway|biological_process|GO_0042350|biological_process
GO:0007186|pathway_to_biological_process|GPCR downstream signalling|R-HSA-388396|pathway|biological_process|GO_0007186|biological_process
GO:0033499|pathway_to_biological_process|Galactose catabolism|R-HSA-70370|pathway|biological_process|GO_0033499|biological_process
GO:0017187|pathway_to_biological_process|Gamma-carboxylation, transport, and amino-terminal cleavage of proteins|R-HSA-159854|pathway|biological_process|GO_0017187|biological_process
GO:0016264|pathway_to_biological_process|Gap junction assembly|R-HSA-190861|pathway|biological_process|GO_0016264|biological_process
GO:0006297|pathway_to_biological_process|Gap-filling DNA repair synthesis and ligation in GG-NER|R-HSA-5696397|pathway|biological_process|GO_0006297|biological_process
GO:0007369|pathway_to_biological_process|Gastrulation|R-HSA-9758941|pathway|biological_process|GO_0007369|biological_process
GO:0031047|pathway_to_biological_process|Gene Silencing by RNA|R-HSA-211000|pathway|biological_process|GO_0031047|biological_process
GO:0006351|pathway_to_biological_process|Gene expression (Transcription)|R-HSA-74160|pathway|biological_process|GO_0006351|biological_process
GO:0060260|pathway_to_biological_process|Generic Transcription Pathway|R-HSA-212436|pathway|biological_process|GO_0060260|biological_process
GO:0090009|pathway_to_biological_process|Germ layer formation at gastrulation|R-HSA-9754189|pathway|biological_process|GO_0090009|biological_process
GO:0070911|pathway_to_biological_process|Global Genome Nucleotide Excision Repair (GG-NER)|R-HSA-5696399|pathway|biological_process|GO_0070911|biological_process
GO:0071377|pathway_to_biological_process|Glucagon signaling in metabolic regulation|R-HSA-163359|pathway|biological_process|GO_0071377|biological_process
GO:0032024|pathway_to_biological_process|Glucagon-like Peptide-1 (GLP1) regulates insulin secretion|R-HSA-381676|pathway|biological_process|GO_0032024|biological_process
GO:0006704|pathway_to_biological_process|Glucocorticoid biosynthesis|R-HSA-194002|pathway|biological_process|GO_0006704|biological_process
GO:0006094|pathway_to_biological_process|Gluconeogenesis|R-HSA-70263|pathway|biological_process|GO_0006094|biological_process
GO:0006006|pathway_to_biological_process|Glucose metabolism|R-HSA-70326|pathway|biological_process|GO_0006006|biological_process
GO:0019585|pathway_to_biological_process|Glucuronidation|R-HSA-156588|pathway|biological_process|GO_0019585|biological_process
GO:0006836|pathway_to_biological_process|Glutamate Neurotransmitter Release Cycle|R-HSA-210500|pathway|biological_process|GO_0006836|biological_process
GO:0170033|pathway_to_biological_process|Glutamate and glutamine metabolism|R-HSA-8964539|pathway|biological_process|GO_0170033|biological_process
GO:1901687|pathway_to_biological_process|Glutathione conjugation|R-HSA-156590|pathway|biological_process|GO_1901687|biological_process
GO:0006749|pathway_to_biological_process|Glutathione synthesis and recycling|R-HSA-174403|pathway|biological_process|GO_0006749|biological_process
GO:0046474|pathway_to_biological_process|Glycerophospholipid biosynthesis|R-HSA-1483206|pathway|biological_process|GO_0046474|biological_process
GO:0046475|pathway_to_biological_process|Glycerophospholipid catabolism|R-HSA-6814848|pathway|biological_process|GO_0046475|biological_process
GO:0006546|pathway_to_biological_process|Glycine degradation|R-HSA-6783984|pathway|biological_process|GO_0006546|biological_process
GO:0005980|pathway_to_biological_process|Glycogen breakdown (glycogenolysis)|R-HSA-70221|pathway|biological_process|GO_0005980|biological_process
GO:0005977|pathway_to_biological_process|Glycogen metabolism|R-HSA-8982491|pathway|biological_process|GO_0005977|biological_process
GO:0005978|pathway_to_biological_process|Glycogen synthesis|R-HSA-3322077|pathway|biological_process|GO_0005978|biological_process
GO:0061621|pathway_to_biological_process|Glycolysis|R-HSA-70171|pathway|biological_process|GO_0061621|biological_process
GO:0030203|pathway_to_biological_process|Glycosaminoglycan metabolism|R-HSA-1630316|pathway|biological_process|GO_0030203|biological_process
GO:0120532|pathway_to_biological_process|Glycosaminoglycan-protein linkage region biosynthesis|R-HSA-1971475|pathway|biological_process|GO_0120532|biological_process
GO:0006688|pathway_to_biological_process|Glycosphingolipid biosynthesis|R-HSA-9840309|pathway|biological_process|GO_0006688|biological_process
GO:0046479|pathway_to_biological_process|Glycosphingolipid catabolism|R-HSA-9840310|pathway|biological_process|GO_0046479|biological_process
GO:0006687|pathway_to_biological_process|Glycosphingolipid metabolism|R-HSA-1660662|pathway|biological_process|GO_0006687|biological_process
GO:0035627|pathway_to_biological_process|Glycosphingolipid transport|R-HSA-9845576|pathway|biological_process|GO_0035627|biological_process
GO:0019752|pathway_to_biological_process|Glyoxylate metabolism and glycine degradation|R-HSA-389661|pathway|biological_process|GO_0019752|biological_process
GO:0048313|pathway_to_biological_process|Golgi Cisternae Pericentriolar Stack Reorganization|R-HSA-162658|pathway|biological_process|GO_0048313|biological_process
GO:0060397|pathway_to_biological_process|Growth hormone receptor signaling|R-HSA-982772|pathway|biological_process|GO_0060397|biological_process
GO:0019058|pathway_to_biological_process|HCMV Infection|R-HSA-9609646|pathway|biological_process|GO_0019058|biological_process
GO:0034380|pathway_to_biological_process|HDL assembly|R-HSA-8963896|pathway|biological_process|GO_0034380|biological_process
GO:0034384|pathway_to_biological_process|HDL clearance|R-HSA-8964011|pathway|biological_process|GO_0034384|biological_process
GO:0034375|pathway_to_biological_process|HDL remodeling|R-HSA-8964058|pathway|biological_process|GO_0034375|biological_process
GO:0016032|pathway_to_biological_process|HIV Infection|R-HSA-162906|pathway|biological_process|GO_0016032|biological_process
GO:0006368|pathway_to_biological_process|HIV Transcription Elongation|R-HSA-167169|pathway|biological_process|GO_0006368|biological_process
GO:0006367|pathway_to_biological_process|HIV Transcription Initiation|R-HSA-167161|pathway|biological_process|GO_0006367|biological_process
GO:0015012|pathway_to_biological_process|HS-GAG biosynthesis|R-HSA-2022928|pathway|biological_process|GO_0015012|biological_process
GO:0030200|pathway_to_biological_process|HS-GAG degradation|R-HSA-2024096|pathway|biological_process|GO_0030200|biological_process
GO:1900034|pathway_to_biological_process|HSF1-dependent transactivation|R-HSA-3371571|pathway|biological_process|GO_1900034|biological_process
GO:0071383|pathway_to_biological_process|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand|R-HSA-3371497|pathway|biological_process|GO_0071383|biological_process
GO:0006783|pathway_to_biological_process|Heme biosynthesis|R-HSA-189451|pathway|biological_process|GO_0006783|biological_process
GO:0042167|pathway_to_biological_process|Heme degradation|R-HSA-189483|pathway|biological_process|GO_0042167|biological_process
GO:0042168|pathway_to_biological_process|Heme signaling|R-HSA-9707616|pathway|biological_process|GO_0042168|biological_process
GO:0007596|pathway_to_biological_process|Hemostasis|R-HSA-109582|pathway|biological_process|GO_0007596|biological_process
GO:0030201|pathway_to_biological_process|Heparan sulfate/heparin (HS-GAG) metabolism|R-HSA-1638091|pathway|biological_process|GO_0030201|biological_process
GO:0097700|pathway_to_biological_process|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|R-HSA-9856530|pathway|biological_process|GO_0097700|biological_process
GO:0006548|pathway_to_biological_process|Histidine catabolism|R-HSA-70921|pathway|biological_process|GO_0006548|biological_process
GO:0000724|pathway_to_biological_process|Homology Directed Repair|R-HSA-5693538|pathway|biological_process|GO_0000724|biological_process
GO:0030214|pathway_to_biological_process|Hyaluronan degradation|R-HSA-2160916|pathway|biological_process|GO_0030214|biological_process
GO:0030212|pathway_to_biological_process|Hyaluronan metabolism|R-HSA-2142845|pathway|biological_process|GO_0030212|biological_process
GO:0006644|pathway_to_biological_process|Hydrolysis of LPC|R-HSA-1483115|pathway|biological_process|GO_0006644|biological_process
GO:0006644|pathway_to_biological_process|Hydrolysis of LPE|R-HSA-1483152|pathway|biological_process|GO_0006644|biological_process
GO:0008612|pathway_to_biological_process|Hypusine synthesis from eIF5A-lysine|R-HSA-204626|pathway|biological_process|GO_0008612|biological_process
GO:0033271|pathway_to_biological_process|IP3 and IP4 transport between cytosol and nucleus|R-HSA-1855196|pathway|biological_process|GO_0033271|biological_process
GO:0033271|pathway_to_biological_process|IP6 and IP7 transport between cytosol and nucleus|R-HSA-1855229|pathway|biological_process|GO_0033271|biological_process
GO:0033271|pathway_to_biological_process|IPs transport between ER lumen and cytosol|R-HSA-1855215|pathway|biological_process|GO_0033271|biological_process
GO:0033271|pathway_to_biological_process|IPs transport between ER lumen and nucleus|R-HSA-1855156|pathway|biological_process|GO_0033271|biological_process
GO:0033271|pathway_to_biological_process|IPs transport between cytosol and ER lumen|R-HSA-1855184|pathway|biological_process|GO_0033271|biological_process
GO:0033271|pathway_to_biological_process|IPs transport between nucleus and ER lumen|R-HSA-1855192|pathway|biological_process|GO_0033271|biological_process
GO:0033271|pathway_to_biological_process|IPs transport between nucleus and cytosol|R-HSA-1855170|pathway|biological_process|GO_0033271|biological_process
GO:0043123|pathway_to_biological_process|IRAK1 recruits IKK complex|R-HSA-937039|pathway|biological_process|GO_0043123|biological_process
GO:0036498|pathway_to_biological_process|IRE1alpha activates chaperones|R-HSA-381070|pathway|biological_process|GO_0036498|biological_process
GO:0050776|pathway_to_biological_process|Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell|R-HSA-198933|pathway|biological_process|GO_0050776|biological_process
GO:0022400|pathway_to_biological_process|Inactivation, recovery and regulation of the phototransduction cascade|R-HSA-2514859|pathway|biological_process|GO_0022400|biological_process
GO:0016486|pathway_to_biological_process|Incretin synthesis, secretion, and inactivation|R-HSA-400508|pathway|biological_process|GO_0016486|biological_process
GO:0060141|pathway_to_biological_process|Induction of Cell-Cell Fusion|R-HSA-9733458|pathway|biological_process|GO_0060141|biological_process
GO:0051701|pathway_to_biological_process|Infection with Enterobacteria|R-HSA-9640148|pathway|biological_process|GO_0051701|biological_process
GO:0051701|pathway_to_biological_process|Infection with Mycobacterium tuberculosis|R-HSA-9635486|pathway|biological_process|GO_0051701|biological_process
GO:0019058|pathway_to_biological_process|Influenza Infection|R-HSA-168255|pathway|biological_process|GO_0019058|biological_process
GO:0019083|pathway_to_biological_process|Influenza Viral RNA Transcription and Replication|R-HSA-168273|pathway|biological_process|GO_0019083|biological_process
GO:0006925|pathway_to_biological_process|Influenza Virus Induced Apoptosis|R-HSA-168277|pathway|biological_process|GO_0006925|biological_process
GO:0048239|pathway_to_biological_process|Inhibition of DNA recombination at telomere|R-HSA-9670095|pathway|biological_process|GO_0048239|biological_process
GO:0039524|pathway_to_biological_process|Inhibition of Host mRNA Processing and RNA Silencing|R-HSA-168315|pathway|biological_process|GO_0039524|biological_process
GO:0044003|pathway_to_biological_process|Inhibition of membrane repair|R-HSA-9635644|pathway|biological_process|GO_0044003|biological_process
GO:0045087|pathway_to_biological_process|Innate Immune System|R-HSA-168249|pathway|biological_process|GO_0045087|biological_process
GO:0043647|pathway_to_biological_process|Inositol phosphate metabolism|R-HSA-1483249|pathway|biological_process|GO_0043647|biological_process
GO:0015798|pathway_to_biological_process|Inositol transporters|R-HSA-429593|pathway|biological_process|GO_0015798|biological_process
GO:0045048|pathway_to_biological_process|Insertion of tail-anchored proteins into the endoplasmic reticulum membrane|R-HSA-9609523|pathway|biological_process|GO_0045048|biological_process
GO:0005999|pathway_to_biological_process|Insulin effects increased synthesis of Xylulose-5-Phosphate|R-HSA-163754|pathway|biological_process|GO_0005999|biological_process
GO:0030070|pathway_to_biological_process|Insulin processing|R-HSA-264876|pathway|biological_process|GO_0030070|biological_process
GO:0038020|pathway_to_biological_process|Insulin receptor recycling|R-HSA-77387|pathway|biological_process|GO_0038020|biological_process
GO:0043488|pathway_to_biological_process|Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA|R-HSA-428359|pathway|biological_process|GO_0043488|biological_process
GO:0043467|pathway_to_biological_process|Integration of energy metabolism|R-HSA-163685|pathway|biological_process|GO_0043467|biological_process
GO:0075713|pathway_to_biological_process|Integration of provirus|R-HSA-162592|pathway|biological_process|GO_0075713|biological_process
GO:0035036|pathway_to_biological_process|Interaction With Cumulus Cells And The Zona Pellucida|R-HSA-2534343|pathway|biological_process|GO_0035036|biological_process
GO:0006103|pathway_to_biological_process|Interconversion of 2-oxoglutarate and 2-hydroxyglutarate|R-HSA-880009|pathway|biological_process|GO_0006103|biological_process
GO:0015949|pathway_to_biological_process|Interconversion of nucleotide di- and triphosphates|R-HSA-499943|pathway|biological_process|GO_0015949|biological_process
GO:0006596|pathway_to_biological_process|Interconversion of polyamines|R-HSA-351200|pathway|biological_process|GO_0006596|biological_process
GO:0019221|pathway_to_biological_process|Interferon Signaling|R-HSA-913531|pathway|biological_process|GO_0019221|biological_process
GO:0060337|pathway_to_biological_process|Interferon alpha/beta signaling|R-HSA-909733|pathway|biological_process|GO_0060337|biological_process
GO:0060333|pathway_to_biological_process|Interferon gamma signaling|R-HSA-877300|pathway|biological_process|GO_0060333|biological_process
GO:0070498|pathway_to_biological_process|Interleukin-1 signaling|R-HSA-9020702|pathway|biological_process|GO_0070498|biological_process
GO:0035722|pathway_to_biological_process|Interleukin-12 family signaling|R-HSA-447115|pathway|biological_process|GO_0035722|biological_process
GO:0035723|pathway_to_biological_process|Interleukin-15 signaling|R-HSA-8983432|pathway|biological_process|GO_0035723|biological_process
GO:0097400|pathway_to_biological_process|Interleukin-17 signaling|R-HSA-448424|pathway|biological_process|GO_0097400|biological_process
GO:0035655|pathway_to_biological_process|Interleukin-18 signaling|R-HSA-9012546|pathway|biological_process|GO_0035655|biological_process
GO:0038110|pathway_to_biological_process|Interleukin-2 signaling|R-HSA-9020558|pathway|biological_process|GO_0038110|biological_process
GO:0038114|pathway_to_biological_process|Interleukin-21 signaling|R-HSA-9020958|pathway|biological_process|GO_0038114|biological_process
GO:0038155|pathway_to_biological_process|Interleukin-23 signaling|R-HSA-9020933|pathway|biological_process|GO_0038155|biological_process
GO:0070106|pathway_to_biological_process|Interleukin-27 signaling|R-HSA-9020956|pathway|biological_process|GO_0070106|biological_process
GO:0038172|pathway_to_biological_process|Interleukin-33 signaling|R-HSA-9014843|pathway|biological_process|GO_0038172|biological_process
GO:0070757|pathway_to_biological_process|Interleukin-35 Signalling|R-HSA-8984722|pathway|biological_process|GO_0070757|biological_process
GO:0071345|pathway_to_biological_process|Interleukin-37 signaling|R-HSA-9008059|pathway|biological_process|GO_0071345|biological_process
GO:0071345|pathway_to_biological_process|Interleukin-38 signaling|R-HSA-9007892|pathway|biological_process|GO_0071345|biological_process
GO:0070102|pathway_to_biological_process|Interleukin-6 signaling|R-HSA-1059683|pathway|biological_process|GO_0070102|biological_process
GO:0038111|pathway_to_biological_process|Interleukin-7 signaling|R-HSA-1266695|pathway|biological_process|GO_0038111|biological_process
GO:0038113|pathway_to_biological_process|Interleukin-9 signaling|R-HSA-8985947|pathway|biological_process|GO_0038113|biological_process
GO:0050892|pathway_to_biological_process|Intestinal absorption|R-HSA-8963676|pathway|biological_process|GO_0050892|biological_process
