db_reference|evidence|label|qualifier|source|source_id|source_type|source_url|target_id|target_type|taxon_id
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH34|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH35|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH35|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH35|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH36|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH36|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH36|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH38|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH38|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH38|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH39|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH39|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH39|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH41|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH41|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH41|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH42|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH42|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH42|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH43|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH43|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH43|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH55|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH55|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH55|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH59|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH59|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH62|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH62|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH62|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH67|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH67|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH67|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH68|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH68|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH68|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH69|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH69|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH69|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH72|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH72|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH72|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH73|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH73|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH73|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000117""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH90|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000117""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C4DH90|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0C4DH90|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C5B5G6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""PMID:25738459""]"|IDA|located_in|"[""located_in""]"|GOA|A0A0C5B5G6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005615|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C5B5G6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005634|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0C5B5G6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005739|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0D9SF12|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016020|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JLG4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000002""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JLG4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016020|cellular_component|9606
"[""GO_REF:0000117""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0G2JMD5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0031462|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JMH3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005794|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JMI3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JMI3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0G2JMI3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JMM0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JN01|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JN68|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JNF4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JNH3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000002""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JNH3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016020|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JRQ6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JRQ6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0G2JRQ6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JS06|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0G2JS06|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0G2JS06|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YVY3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YVY3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YVY3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YW62|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YW62|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YW62|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YWP8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YWP8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YWU9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YWU9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YWU9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YWX3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YWX3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YX06|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YX06|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YX35|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YX35|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YX35|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YX75|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YX75|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YXA8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YXA8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YXG5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YXG5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YXM7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YXM7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YXX1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YXX1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YXX1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YXY3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YXY3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YY99|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0J9YY99|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0J9YY99|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019814|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0K0K1A3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0K0K1A3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0K0K1A5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0K0K1A5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0K0K1B3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0K0K1B3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0K0K1C0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0K0K1C0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0K0K1C4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0K0K1C4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0K0K1D8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0K0K1D8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0K0K1E9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0K0K1E9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0K0K1G6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0K0K1G6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0K0K1G8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""part_of""]"|GOA|A0A0K0K1G8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0042101|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0K2S4Q6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005576|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0K2S4Q6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016020|cellular_component|9606
"[""GO_REF:0000002""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0U1RQE8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005739|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0U1RQI7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005634|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0U1RQS6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016020|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0U1RRA0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016020|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0U1RRE5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0000932|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0U1RRN3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005741|cellular_component|9606
"[""GO_REF:0000117""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0X1KG70|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000002""]"|IEA|located_in|"[""located_in""]"|GOA|A0A0X1KG70|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016020|cellular_component|9606
"[""GO_REF:0000117""]"|IEA|located_in|"[""located_in""]"|GOA|A0A140TA62|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005829|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GOA|A0A140TA62|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005882|cellular_component|9606
"[""GO_REF:0000117""]"|IEA|located_in|"[""located_in""]"|GOA|A0A140TA64|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005829|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GOA|A0A140TA64|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005882|cellular_component|9606
"[""GO_REF:0000002""]"|IEA|located_in|"[""located_in""]"|GOA|A0A140TA64|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0045095|cellular_component|9606
"[""GO_REF:0000117""]"|IEA|located_in|"[""located_in""]"|GOA|A0A140TA67|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005829|cellular_component|9606
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GOA|A0A140TA67|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005882|cellular_component|9606
"[""GO_REF:0000002""]"|IEA|located_in|"[""located_in""]"|GOA|A0A140TA67|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0045095|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A191URJ7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005886|cellular_component|9606
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GOA|A0A1B0GTB2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005783|cellular_component|9606
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GOA|A0A1B0GTB2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005789|cellular_component|9606
"[""GO_REF:0000107""]"|IEA|located_in|"[""is_active_in""]"|GOA|A0A1B0GTD5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0036126|cellular_component|9606
"[""GO_REF:0000107""]"|IEA|located_in|"[""is_active_in""]"|GOA|A0A1B0GTD5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0160111|cellular_component|9606
