chr|end|id|source|source_url|start|taxon_id
chr1|148844438|CHR1_148844379_148844438_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|148844379|9606
chr1|148889574|CHR1_148889515_148889574_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|148889515|9606
chr1|148952148|CHR1_148952089_148952148_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|148952089|9606
chr1|148952443|CHR1_148952384_148952443_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|148952384|9606
chr1|149079096|CHR1_149079037_149079096_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|149079037|9606
chr1|149082348|CHR1_149082289_149082348_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|149082289|9606
chr1|149782728|CHR1_149782669_149782728_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|149782669|9606
chr1|149812422|CHR1_149812363_149812422_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|149812363|9606
chr1|149832667|CHR1_149832608_149832667_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|149832608|9606
chr1|149861208|CHR1_149861149_149861208_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|149861149|9606
chr1|149886731|CHR1_149886672_149886731_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|149886672|9606
chr1|149887654|CHR1_149887595_149887654_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|149887595|9606
chr1|149899607|CHR1_149899548_149899607_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|149899548|9606
chr1|149917891|CHR1_149917832_149917891_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|149917832|9606
chr1|149927852|CHR1_149927793_149927852_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|149927793|9606
chr1|149928296|CHR1_149928237_149928296_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|149928237|9606
chr1|149936928|CHR1_149936869_149936928_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|149936869|9606
chr1|150010775|CHR1_150010716_150010775_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150010716|9606
chr1|150067201|CHR1_150067142_150067201_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150067142|9606
chr1|150067322|CHR1_150067263_150067322_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150067263|9606
chr1|150067668|CHR1_150067609_150067668_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150067609|9606
chr1|150067797|CHR1_150067738_150067797_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150067738|9606
chr1|150149926|CHR1_150149867_150149926_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150149867|9606
chr1|150151043|CHR1_150150984_150151043_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150150984|9606
chr1|150236161|CHR1_150236102_150236161_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150236102|9606
chr1|150257268|CHR1_150257209_150257268_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150257209|9606
chr1|150257877|CHR1_150257818_150257877_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150257818|9606
chr1|150258111|CHR1_150258052_150258111_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150258052|9606
chr1|150269063|CHR1_150269004_150269063_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150269004|9606
chr1|150269393|CHR1_150269334_150269393_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150269334|9606
chr1|150272419|CHR1_150272360_150272419_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150272360|9606
chr1|150272800|CHR1_150272741_150272800_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150272741|9606
chr1|150282231|CHR1_150282172_150282231_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150282172|9606
chr1|150282594|CHR1_150282535_150282594_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150282535|9606
chr1|150282859|CHR1_150282800_150282859_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150282800|9606
chr1|150293878|CHR1_150293819_150293878_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150293819|9606
chr1|150321563|CHR1_150321504_150321563_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150321504|9606
chr1|150364692|CHR1_150364633_150364692_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150364633|9606
chr1|150487445|CHR1_150487386_150487445_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150487386|9606
chr1|150508119|CHR1_150508060_150508119_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150508060|9606
chr1|150549418|CHR1_150549359_150549418_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150549359|9606
chr1|150579659|CHR1_150579600_150579659_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150579600|9606
chr1|150629626|CHR1_150629567_150629626_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150629567|9606
chr1|150697203|CHR1_150697144_150697203_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150697144|9606
chr1|150720891|CHR1_150720832_150720891_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150720832|9606
chr1|150765824|CHR1_150765765_150765824_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150765765|9606
chr1|150766003|CHR1_150765944_150766003_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150765944|9606
chr1|150808309|CHR1_150808250_150808309_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150808250|9606
chr1|150876645|CHR1_150876586_150876645_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150876586|9606
chr1|150876759|CHR1_150876700_150876759_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150876700|9606
chr1|150926382|CHR1_150926323_150926382_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150926323|9606
chr1|150974884|CHR1_150974825_150974884_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150974825|9606
chr1|150977228|CHR1_150977169_150977228_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150977169|9606
chr1|150981427|CHR1_150981368_150981427_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150981368|9606
chr1|150981986|CHR1_150981927_150981986_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150981927|9606
chr1|150982089|CHR1_150982030_150982089_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150982030|9606
chr1|150982332|CHR1_150982273_150982332_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|150982273|9606
chr1|151006482|CHR1_151006423_151006482_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151006423|9606
chr1|151006534|CHR1_151006475_151006534_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151006475|9606
chr1|151006930|CHR1_151006871_151006930_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151006871|9606
chr1|151008442|CHR1_151008383_151008442_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151008383|9606
chr1|151008471|CHR1_151008412_151008471_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151008412|9606
chr1|151036606|CHR1_151036547_151036606_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151036547|9606
chr1|151047761|CHR1_151047702_151047761_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151047702|9606
chr1|151059622|CHR1_151059563_151059622_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151059563|9606
chr1|151060421|CHR1_151060362_151060421_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151060362|9606
chr1|151070611|CHR1_151070552_151070611_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151070552|9606
chr1|151070809|CHR1_151070750_151070809_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151070750|9606
chr1|151070826|CHR1_151070767_151070826_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151070767|9606
chr1|151146677|CHR1_151146618_151146677_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151146618|9606
chr1|151147835|CHR1_151147776_151147835_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151147776|9606
chr1|151156684|CHR1_151156625_151156684_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151156625|9606
chr1|151165944|CHR1_151165885_151165944_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151165885|9606
chr1|151166154|CHR1_151166095_151166154_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151166095|9606
chr1|151176030|CHR1_151175971_151176030_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151175971|9606
chr1|151178048|CHR1_151177989_151178048_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151177989|9606
chr1|151184364|CHR1_151184305_151184364_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151184305|9606
chr1|151190230|CHR1_151190171_151190230_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151190171|9606
chr1|151195451|CHR1_151195392_151195451_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151195392|9606
chr1|151198562|CHR1_151198503_151198562_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151198503|9606
chr1|151254755|CHR1_151254696_151254755_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151254696|9606
chr1|151281540|CHR1_151281481_151281540_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151281481|9606
chr1|151282309|CHR1_151282250_151282309_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151282250|9606
chr1|151327465|CHR1_151327406_151327465_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151327406|9606
chr1|151327718|CHR1_151327659_151327718_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151327659|9606
chr1|151346905|CHR1_151346846_151346905_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151346846|9606
chr1|151347297|CHR1_151347238_151347297_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151347238|9606
chr1|151372752|CHR1_151372693_151372752_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151372693|9606
chr1|151372752|CHR1_151372693_151372752_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151372693|9606
chr1|151399583|CHR1_151399524_151399583_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151399524|9606
chr1|151459228|CHR1_151459169_151459228_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151459169|9606
chr1|151459390|CHR1_151459331_151459390_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151459331|9606
chr1|151459543|CHR1_151459484_151459543_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151459484|9606
chr1|151511426|CHR1_151511367_151511426_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151511367|9606
chr1|151540319|CHR1_151540260_151540319_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151540260|9606
chr1|151612060|CHR1_151612001_151612060_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151612001|9606
chr1|151716845|CHR1_151716786_151716845_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151716786|9606
chr1|151763545|CHR1_151763486_151763545_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151763486|9606
chr1|151790537|CHR1_151790478_151790537_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151790478|9606
chr1|151826145|CHR1_151826086_151826145_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151826086|9606
chr1|151831847|CHR1_151831788_151831847_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151831788|9606
chr1|151853759|CHR1_151853700_151853759_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151853700|9606
chr1|151909507|CHR1_151909448_151909507_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151909448|9606
chr1|151909892|CHR1_151909833_151909892_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151909833|9606
chr1|151953675|CHR1_151953616_151953675_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151953616|9606
chr1|151993908|CHR1_151993849_151993908_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151993849|9606
chr1|151994452|CHR1_151994393_151994452_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|151994393|9606
chr1|152037021|CHR1_152036962_152037021_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152036962|9606
chr1|152048128|CHR1_152048069_152048128_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152048069|9606
chr1|152089113|CHR1_152089054_152089113_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152089054|9606
chr1|152159277|CHR1_152159218_152159277_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152159218|9606
chr1|152224242|CHR1_152224183_152224242_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152224183|9606
chr1|152325288|CHR1_152325229_152325288_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152325229|9606
chr1|152414312|CHR1_152414253_152414312_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152414253|9606
chr1|152514492|CHR1_152514433_152514492_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152514433|9606
chr1|152566829|CHR1_152566770_152566829_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152566770|9606
chr1|152580565|CHR1_152580506_152580565_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152580506|9606
chr1|152655463|CHR1_152655404_152655463_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152655404|9606
chr1|152663390|CHR1_152663331_152663390_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152663331|9606
chr1|152675289|CHR1_152675230_152675289_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152675230|9606
chr1|152686119|CHR1_152686060_152686119_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152686060|9606
chr1|152698355|CHR1_152698296_152698355_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152698296|9606
chr1|152758040|CHR1_152757981_152758040_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152757981|9606
chr1|152786267|CHR1_152786208_152786267_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152786208|9606
chr1|152842866|CHR1_152842807_152842866_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152842807|9606
chr1|152870070|CHR1_152870011_152870070_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152870011|9606
chr1|152878332|CHR1_152878273_152878332_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152878273|9606
chr1|152908557|CHR1_152908498_152908557_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152908498|9606
chr1|152970658|CHR1_152970599_152970658_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152970599|9606
chr1|152984091|CHR1_152984032_152984091_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|152984032|9606
chr1|153001759|CHR1_153001700_153001759_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153001700|9606
chr1|153031213|CHR1_153031154_153031213_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153031154|9606
chr1|153041168|CHR1_153041109_153041168_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153041109|9606
chr1|153057561|CHR1_153057502_153057561_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153057502|9606
chr1|153094574|CHR1_153094515_153094574_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153094515|9606
chr1|153106253|CHR1_153106194_153106253_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153106194|9606
chr1|153119517|CHR1_153119458_153119517_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153119458|9606
chr1|153141506|CHR1_153141447_153141506_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153141447|9606
chr1|153150939|CHR1_153150880_153150939_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153150880|9606
chr1|153203440|CHR1_153203381_153203440_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153203381|9606
chr1|153259697|CHR1_153259638_153259697_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153259638|9606
chr1|153312998|CHR1_153312939_153312998_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153312939|9606
chr1|153348890|CHR1_153348831_153348890_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153348831|9606
chr1|153357864|CHR1_153357805_153357864_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153357805|9606
chr1|153358270|CHR1_153358211_153358270_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153358211|9606
chr1|153375647|CHR1_153375588_153375647_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153375588|9606
chr1|153391122|CHR1_153391063_153391122_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153391063|9606
chr1|153416532|CHR1_153416473_153416532_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153416473|9606
chr1|153460698|CHR1_153460639_153460698_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153460639|9606
chr1|153536040|CHR1_153535981_153536040_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153535981|9606
chr1|153536061|CHR1_153536002_153536061_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153536002|9606
chr1|153536286|CHR1_153536227_153536286_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153536227|9606
chr1|153541858|CHR1_153541799_153541858_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153541799|9606
chr1|153543368|CHR1_153543309_153543368_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153543309|9606
chr1|153545153|CHR1_153545094_153545153_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153545094|9606
chr1|153545855|CHR1_153545796_153545855_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153545796|9606
chr1|153548541|CHR1_153548482_153548541_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153548482|9606
chr1|153549155|CHR1_153549096_153549155_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153549096|9606
chr1|153549307|CHR1_153549248_153549307_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153549248|9606
chr1|153550137|CHR1_153550078_153550137_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153550078|9606
chr1|153564296|CHR1_153564237_153564296_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153564237|9606
chr1|153564902|CHR1_153564843_153564902_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153564843|9606
chr1|153565596|CHR1_153565537_153565596_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153565537|9606
chr1|153565852|CHR1_153565793_153565852_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153565793|9606
chr1|153568662|CHR1_153568603_153568662_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153568603|9606
chr1|153609085|CHR1_153609026_153609085_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153609026|9606
chr1|153609404|CHR1_153609345_153609404_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153609345|9606
chr1|153613037|CHR1_153612978_153613037_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153612978|9606
chr1|153616020|CHR1_153615961_153616020_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153615961|9606
chr1|153616373|CHR1_153616314_153616373_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153616314|9606
chr1|153616373|CHR1_153616314_153616373_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153616314|9606
chr1|153616414|CHR1_153616355_153616414_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153616355|9606
chr1|153617244|CHR1_153617185_153617244_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153617185|9606
chr1|153627433|CHR1_153627374_153627433_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153627374|9606
chr1|153627554|CHR1_153627495_153627554_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153627495|9606
chr1|153627903|CHR1_153627844_153627903_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153627844|9606
chr1|153628299|CHR1_153628240_153628299_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153628240|9606
chr1|153628448|CHR1_153628389_153628448_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153628389|9606
chr1|153634090|CHR1_153634031_153634090_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153634031|9606
chr1|153634204|CHR1_153634145_153634204_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153634145|9606
chr1|153634410|CHR1_153634351_153634410_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153634351|9606
chr1|153658715|CHR1_153658656_153658715_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153658656|9606
chr1|153671036|CHR1_153670977_153671036_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153670977|9606
chr1|153678698|CHR1_153678639_153678698_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153678639|9606
chr1|153728060|CHR1_153728001_153728060_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153728001|9606
chr1|153772940|CHR1_153772881_153772940_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153772881|9606
chr1|153774503|CHR1_153774444_153774503_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153774444|9606
chr1|153775303|CHR1_153775244_153775303_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153775244|9606
chr1|153776673|CHR1_153776614_153776673_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153776614|9606
chr1|153851821|CHR1_153851762_153851821_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153851762|9606
chr1|153923021|CHR1_153922962_153923021_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153922962|9606
chr1|153945334|CHR1_153945275_153945334_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153945275|9606
chr1|153946678|CHR1_153946619_153946678_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153946619|9606
chr1|153946943|CHR1_153946884_153946943_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153946884|9606
chr1|153958643|CHR1_153958584_153958643_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153958584|9606
chr1|153962811|CHR1_153962752_153962811_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153962752|9606
chr1|153963586|CHR1_153963527_153963586_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153963527|9606
chr1|153963598|CHR1_153963539_153963598_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153963539|9606
chr1|153967497|CHR1_153967438_153967497_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153967438|9606
chr1|153967774|CHR1_153967715_153967774_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153967715|9606
chr1|153967912|CHR1_153967853_153967912_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153967853|9606
chr1|153968260|CHR1_153968201_153968260_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153968201|9606
chr1|153977390|CHR1_153977331_153977390_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153977331|9606
chr1|153977723|CHR1_153977664_153977723_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153977664|9606
chr1|153978032|CHR1_153977973_153978032_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153977973|9606
chr1|153986388|CHR1_153986329_153986388_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153986329|9606
chr1|153990757|CHR1_153990698_153990757_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153990698|9606
chr1|153990772|CHR1_153990713_153990772_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|153990713|9606
chr1|154183236|CHR1_154183177_154183236_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|154183177|9606
chr1|154206382|CHR1_154206323_154206382_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|154206323|9606
chr1|154220205|CHR1_154220146_154220205_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|154220146|9606
