chr|end|id|source|source_url|start
chr13|49650000|CHR13_49300000_49650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|49300000
chr13|51100000|CHR13_49650000_51100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|49650000
chr13|51850000|CHR13_51150000_51850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|51150000
chr13|52550000|CHR13_51850000_52550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|51850000
chr13|53200000|CHR13_52550000_53200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|52550000
chr13|57550000|CHR13_53200000_57550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|53200000
chr13|59400000|CHR13_57600000_59400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|57600000
chr13|60500000|CHR13_59400000_60500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|59400000
chr13|62000000|CHR13_60500000_62000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|60500000
chr13|62100000|CHR13_62000000_62100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|62000000
chr13|64450000|CHR13_62100000_64450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|62100000
chr13|65650000|CHR13_64450000_65650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|64450000
chr13|67300000|CHR13_65650000_67300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|65650000
chr13|69550000|CHR13_67300000_69550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|67300000
chr13|70550000|CHR13_69550000_70550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|69550000
chr13|72750000|CHR13_70600000_72750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|70600000
chr13|73700000|CHR13_72750000_73700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|72750000
chr13|75350000|CHR13_73750000_75350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|73750000
chr13|75600000|CHR13_75350000_75600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|75350000
chr13|77000000|CHR13_75600000_77000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|75600000
chr13|77600000|CHR13_77050000_77600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|77050000
chr13|78150000|CHR13_77600000_78150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|77600000
chr13|79400000|CHR13_78150000_79400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|78150000
chr13|79600000|CHR13_79400000_79600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|79400000
chr13|81100000|CHR13_79600000_81100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|79600000
chr13|82350000|CHR13_81100000_82350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|81100000
chr13|84850000|CHR13_82350000_84850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|82350000
chr13|85900000|CHR13_84850000_85900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|84850000
chr13|87800000|CHR13_87700000_87800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|87700000
chr13|91100000|CHR13_87800000_91100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|87800000
chr13|91750000|CHR13_91100000_91750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|91100000
chr13|92100000|CHR13_91850000_92100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|91850000
chr13|94400000|CHR13_92100000_94400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|92100000
chr13|95500000|CHR13_94650000_95500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|94650000
chr13|95900000|CHR13_95500000_95900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|95500000
chr13|96950000|CHR13_96000000_96950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|96000000
chr13|97800000|CHR13_97000000_97800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|97000000
chr13|98850000|CHR13_97850000_98850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|97850000
chr13|99450000|CHR13_98850000_99450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|98850000
chr13|99600000|CHR13_99450000_99600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|99450000
chr13|100600000|CHR13_99600000_100600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|99600000
chr13|101150000|CHR13_100700000_101150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|100700000
chr13|102900000|CHR13_101150000_102900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|101150000
chr13|107150000|CHR13_102900000_107150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|102900000
chr13|108200000|CHR13_107150000_108200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|107150000
chr13|108900000|CHR13_108200000_108900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|108200000
chr13|110200000|CHR13_108900000_110200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|108900000
chr13|110450000|CHR13_110200000_110450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|110200000
chr13|110900000|CHR13_110550000_110900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|110550000
chr13|111300000|CHR13_110900000_111300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|110900000
chr13|112850000|CHR13_112650000_112850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|112650000
chr13|113500000|CHR13_113000000_113500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|113000000
chr14|20300000|CHR14_18650000_20300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|18650000
chr14|20700000|CHR14_20300000_20700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|20300000
chr14|21150000|CHR14_20700000_21150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|20700000
chr14|21650000|CHR14_21200000_21650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|21200000
chr14|22950000|CHR14_21750000_22950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|21750000
chr14|23100000|CHR14_22950000_23100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|22950000
chr14|24500000|CHR14_23100000_24500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|23100000
chr14|25200000|CHR14_24500000_25200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|24500000
chr14|25450000|CHR14_25200000_25450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|25200000
chr14|28650000|CHR14_25450000_28650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|25450000
chr14|29550000|CHR14_28700000_29550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|28700000
chr14|30600000|CHR14_29550000_30600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|29550000
chr14|31450000|CHR14_30600000_31450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|30600000
chr14|32600000|CHR14_31450000_32600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|31450000
chr14|33850000|CHR14_32600000_33850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|32600000
chr14|34500000|CHR14_33850000_34500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|33850000
chr14|35800000|CHR14_34550000_35800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|34550000
chr14|36650000|CHR14_35850000_36650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|35850000
chr14|37250000|CHR14_36650000_37250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|36650000
chr14|37900000|CHR14_37250000_37900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|37250000
chr14|39050000|CHR14_37900000_39050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|37900000
chr14|39500000|CHR14_39050000_39500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|39050000
chr14|41700000|CHR14_39500000_41700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|39500000
chr14|42050000|CHR14_41950000_42050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|41950000
chr14|44850000|CHR14_42050000_44850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|42050000
chr14|45350000|CHR14_44900000_45350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|44900000
chr14|49550000|CHR14_45350000_49550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|45350000
chr14|50100000|CHR14_49600000_50100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|49600000
chr14|50550000|CHR14_50150000_50550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|50150000
chr14|50900000|CHR14_50550000_50900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|50550000
chr14|52000000|CHR14_50900000_52000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|50900000
chr14|52200000|CHR14_52000000_52200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|52000000
chr14|52300000|CHR14_52200000_52300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|52200000
chr14|53150000|CHR14_52300000_53150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|52300000
chr14|53350000|CHR14_53150000_53350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|53150000
chr14|54400000|CHR14_53350000_54400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|53350000
chr14|55050000|CHR14_54450000_55050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|54450000
chr14|55200000|CHR14_55050000_55200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|55050000
chr14|56450000|CHR14_55200000_56450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|55200000
chr14|57400000|CHR14_56500000_57400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|56500000
chr14|58250000|CHR14_57450000_58250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|57450000
chr14|58450000|CHR14_58250000_58450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|58250000
chr14|59050000|CHR14_58450000_59050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|58450000
chr14|59550000|CHR14_59100000_59550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|59100000
chr14|60600000|CHR14_59650000_60600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|59650000
chr14|61300000|CHR14_60600000_61300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|60600000
chr14|61900000|CHR14_61300000_61900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|61300000
chr14|63350000|CHR14_61900000_63350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|61900000
chr14|64950000|CHR14_63350000_64950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|63350000
chr14|66150000|CHR14_65000000_66150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|65000000
chr14|66250000|CHR14_66150000_66250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|66150000
chr14|67400000|CHR14_66350000_67400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|66350000
chr14|67800000|CHR14_67400000_67800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|67400000
chr14|68900000|CHR14_67800000_68900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|67800000
chr14|69150000|CHR14_68900000_69150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|68900000
chr14|69500000|CHR14_69150000_69500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|69150000
chr14|69800000|CHR14_69500000_69800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|69500000
chr14|70600000|CHR14_69800000_70600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|69800000
chr14|71050000|CHR14_70600000_71050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|70600000
chr14|72450000|CHR14_71050000_72450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|71050000
chr14|73000000|CHR14_72500000_73000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|72500000
chr14|73650000|CHR14_73100000_73650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|73100000
chr14|74100000|CHR14_73700000_74100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|73700000
chr14|74850000|CHR14_74100000_74850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|74100000
chr14|75150000|CHR14_74850000_75150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|74850000
chr14|75650000|CHR14_75150000_75650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|75150000
chr14|76050000|CHR14_75700000_76050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|75700000
chr14|76700000|CHR14_76050000_76700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|76050000
chr14|77150000|CHR14_76850000_77150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|76850000
chr14|77800000|CHR14_77150000_77800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|77150000
chr14|78900000|CHR14_77800000_78900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|77800000
chr14|80050000|CHR14_78900000_80050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|78900000
chr14|81500000|CHR14_80050000_81500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|80050000
chr14|83300000|CHR14_81550000_83300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|81550000
chr14|86100000|CHR14_83300000_86100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|83300000
chr14|87900000|CHR14_86100000_87900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|86100000
chr14|88600000|CHR14_87950000_88600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|87950000
chr14|90250000|CHR14_88600000_90250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|88600000
chr14|90850000|CHR14_90250000_90850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|90250000
chr14|91300000|CHR14_90850000_91300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|90850000
chr14|91400000|CHR14_91300000_91400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|91300000
chr14|92050000|CHR14_91450000_92050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|91450000
chr14|92800000|CHR14_92050000_92800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|92050000
chr14|93150000|CHR14_92850000_93150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|92850000
chr14|93650000|CHR14_93200000_93650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|93200000
chr14|94250000|CHR14_93650000_94250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|93650000
chr14|95550000|CHR14_94550000_95550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|94550000
chr14|96500000|CHR14_95550000_96500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|95550000
chr14|99450000|CHR14_96550000_99450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|96550000
chr14|99900000|CHR14_99450000_99900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|99450000
chr14|100300000|CHR14_99950000_100300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|99950000
chr14|101700000|CHR14_100400000_101700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|100400000
chr14|101950000|CHR14_101700000_101950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|101700000
chr14|102350000|CHR14_101950000_102350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|101950000
chr14|103100000|CHR14_102350000_103100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|102350000
chr14|103550000|CHR14_103100000_103550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|103100000
chr14|104050000|CHR14_103550000_104050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|103550000
chr14|104750000|CHR14_104050000_104750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|104050000
chr14|105550000|CHR14_104750000_105550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|104750000
chr15|23100000|CHR15_22800000_23100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|22800000
chr15|25550000|CHR15_23400000_25550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|23400000
chr15|26900000|CHR15_25550000_26900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|25550000
chr15|28150000|CHR15_26900000_28150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|26900000
chr15|28400000|CHR15_28150000_28400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|28150000
chr15|28500000|CHR15_28400000_28500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|28400000
chr15|29700000|CHR15_29150000_29700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|29150000
chr15|30200000|CHR15_29700000_30200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|29700000
chr15|30500000|CHR15_30400000_30500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|30400000
chr15|31200000|CHR15_30650000_31200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|30650000
chr15|31600000|CHR15_31200000_31600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|31200000
chr15|32350000|CHR15_31600000_32350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|31600000
chr15|33100000|CHR15_32700000_33100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|32700000
chr15|33200000|CHR15_33100000_33200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|33100000
chr15|34050000|CHR15_33200000_34050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|33200000
chr15|34650000|CHR15_34050000_34650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|34050000
chr15|35000000|CHR15_34650000_35000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|34650000
chr15|37950000|CHR15_35000000_37950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|35000000
chr15|38400000|CHR15_38000000_38400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|38000000
chr15|38750000|CHR15_38450000_38750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|38450000
chr15|40000000|CHR15_38750000_40000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|38750000
chr15|40450000|CHR15_40050000_40450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|40050000
chr15|41400000|CHR15_40450000_41400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|40450000
chr15|42000000|CHR15_41450000_42000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|41450000
chr15|42700000|CHR15_42000000_42700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|42000000
chr15|43850000|CHR15_42700000_43850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|42700000
chr15|44600000|CHR15_43850000_44600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|43850000
chr15|45200000|CHR15_44600000_45200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|44600000
chr15|45700000|CHR15_45200000_45700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|45200000
chr15|47150000|CHR15_45700000_47150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|45700000
chr15|48300000|CHR15_47200000_48300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|47200000
chr15|50400000|CHR15_48350000_50400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|48350000
chr15|51000000|CHR15_50400000_51000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|50400000
chr15|51550000|CHR15_51000000_51550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|51000000
chr15|52250000|CHR15_51550000_52250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|51550000
chr15|52750000|CHR15_52250000_52750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|52250000
chr15|53800000|CHR15_52800000_53800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|52800000
chr15|55550000|CHR15_53800000_55550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|53800000
chr15|55900000|CHR15_55550000_55900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|55550000
chr15|56500000|CHR15_55900000_56500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|55900000
chr15|57550000|CHR15_56500000_57550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|56500000
chr15|58250000|CHR15_57600000_58250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|57600000
chr15|58950000|CHR15_58250000_58950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|58250000
chr15|59650000|CHR15_58950000_59650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|58950000
chr15|60350000|CHR15_59700000_60350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|59700000
chr15|60450000|CHR15_60350000_60450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|60350000
chr15|61000000|CHR15_60450000_61000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|60450000
chr15|61100000|CHR15_61000000_61100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|61000000
chr15|61850000|CHR15_61100000_61850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|61100000
chr15|62800000|CHR15_61900000_62800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|61900000
chr15|63150000|CHR15_62800000_63150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|62800000
chr15|63650000|CHR15_63150000_63650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|63150000
chr15|64150000|CHR15_63650000_64150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|63650000
chr15|64750000|CHR15_64200000_64750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|64200000
chr15|65300000|CHR15_64750000_65300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|64750000
chr15|65950000|CHR15_65350000_65950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|65350000
chr15|66600000|CHR15_65950000_66600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|65950000
chr15|66950000|CHR15_66600000_66950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|66600000
chr15|67450000|CHR15_66950000_67450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|66950000
chr15|67900000|CHR15_67450000_67900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|67450000
chr15|68300000|CHR15_67900000_68300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|67900000
chr15|69000000|CHR15_68300000_69000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|68300000
chr15|69450000|CHR15_69100000_69450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|69100000
chr15|70750000|CHR15_69500000_70750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|69500000
chr15|70850000|CHR15_70750000_70850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|70750000
chr15|71850000|CHR15_70850000_71850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|70850000
chr15|72200000|CHR15_71850000_72200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|71850000
chr15|72700000|CHR15_72250000_72700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|72250000
chr15|73300000|CHR15_72700000_73300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|72700000
chr15|74000000|CHR15_73300000_74000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|73300000
chr15|74350000|CHR15_74000000_74350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|74000000
chr15|75050000|CHR15_74400000_75050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|74400000
chr15|75400000|CHR15_75050000_75400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|75050000
chr15|75850000|CHR15_75400000_75850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|75400000
chr15|75950000|CHR15_75850000_75950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|75850000
chr15|77000000|CHR15_75950000_77000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|75950000
chr15|77900000|CHR15_77000000_77900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|77000000
chr15|78800000|CHR15_77950000_78800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|77950000
chr15|80400000|CHR15_78900000_80400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|78900000
chr15|81350000|CHR15_80450000_81350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|80450000
chr15|81450000|CHR15_81350000_81450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|81350000
chr15|82300000|CHR15_81450000_82300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|81450000
chr15|83050000|CHR15_82600000_83050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|82600000
chr15|84200000|CHR15_83050000_84200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|83050000
chr15|85200000|CHR15_84600000_85200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|84600000
chr15|85900000|CHR15_85250000_85900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|85250000
