chr|end|id|rna_type|source|source_url|start|taxon_id
chr1|631061|URS0000759325|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000762D94|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000766EE0|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000770539|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000775735|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS000077BE06|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS000078304D|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS00007840A0|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS00007C7971|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS000080CE1F|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS00009FCAF9|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000A0DE59|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000A3A320|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000A66079|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000B1C1D9|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000B8ADD9|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000DC4194|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000DC6C96|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000DD4EBD|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000DD66F0|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000DD732E|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000DDE45E|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000DE7FFF|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000DE87CD|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000DF01A9|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000E1C9C1|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0000EE766B|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS00019E5125|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0001A00281|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0001BFD4D8|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0001F0AAE8|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS0001F6EB72|tRNA|RNAcentral|https://rnacentral.org/downloads|630996|9606
chr1|631061|URS00002E6CEB|tRNA|RNAcentral|https://rnacentral.org/downloads|630997|9606
chr1|631061|URS0000759026|tRNA|RNAcentral|https://rnacentral.org/downloads|630997|9606
chr1|631061|URS000077D9F7|tRNA|RNAcentral|https://rnacentral.org/downloads|631012|9606
chr1|631061|URS00026FB724|tRNA|RNAcentral|https://rnacentral.org/downloads|631015|9606
chr1|631061|URS0000A2EE3C|tRNA|RNAcentral|https://rnacentral.org/downloads|631041|9606
chr1|632680|URS00008C2809|lncRNA|RNAcentral|https://rnacentral.org/downloads|631083|9606
chr1|631860|URS00009ACEE9|lncRNA|RNAcentral|https://rnacentral.org/downloads|631086|9606
chr1|632599|URS00009B5E47|lncRNA|RNAcentral|https://rnacentral.org/downloads|631092|9606
chr1|632685|URS00009B526A|lncRNA|RNAcentral|https://rnacentral.org/downloads|631119|9606
chr1|632683|URS00009B7048|lncRNA|RNAcentral|https://rnacentral.org/downloads|631659|9606
chr1|632985|URS0000D57BD1|lncRNA|RNAcentral|https://rnacentral.org/downloads|631683|9606
chr1|632413|URS000075BE05|sRNA|RNAcentral|https://rnacentral.org/downloads|632325|9606
chr1|632403|URS000075D2A4|miRNA|RNAcentral|https://rnacentral.org/downloads|632382|9606
chr1|632605|URS00008268E8|tRNA|RNAcentral|https://rnacentral.org/downloads|632537|9606
chr1|632685|URS0000BA5588|pre_miRNA|RNAcentral|https://rnacentral.org/downloads|632615|9606
chr1|632686|URS000005DB15|tRNA|RNAcentral|https://rnacentral.org/downloads|632615|9606
chr1|632686|URS000007EAF8|tRNA|RNAcentral|https://rnacentral.org/downloads|632615|9606
chr1|632663|URS00026B304F|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632667|URS00007595C1|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632667|URS0000764FDE|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632677|URS00000FA426|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632683|URS0002E79268|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632684|URS00004B1B71|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632686|URS0000535AED|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632686|URS000077BB4F|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000006998|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000003C393|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00000C61C8|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00000CB9AE|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00000E376A|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000012C1D3|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00001372A6|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000142D61|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000015A6F3|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000018599D|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00001EEC50|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00001F3D5C|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000292126|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000297DC4|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00002B36C5|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00002E0862|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000338FED|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000348971|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000380F12|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00003B24CB|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00003BF21D|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000040A55E|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000040C5C3|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000041405C|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000045F988|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000494949|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00004C530D|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00004D1D58|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00004FACBA|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000050944F|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000052B12E|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000052C32B|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00005430BA|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000057D353|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000059E6C0|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00005C5479|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00005FAC45|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000738806|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000073CDB5|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000753C22|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000759409|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00007596FB|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000766163|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000768BB8|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000076B528|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000770925|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000771A64|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000772A50|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000774785|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00007750D8|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000077784F|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000077971E|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000779DB8|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000077AEA3|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000077CD06|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00007842EE|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS000078481F|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00007858F8|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000785D21|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000787225|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00007893D0|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00007DBBFC|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00008E65F8|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00009C7B0C|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS00009D0964|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000A0A627|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000B64D7F|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000DBFC75|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000DBFCB9|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000DD0D60|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000DD6328|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000DDCFB6|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000DDCFD7|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000DE0DDC|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000DE518F|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0000E51A1E|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632687|URS0001A020AE|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632688|URS000077952B|tRNA|RNAcentral|https://rnacentral.org/downloads|632616|9606
chr1|632683|URS0000562A5A|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632684|URS00003C1E30|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632685|URS00000F0AFC|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632685|URS000037BF62|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632685|URS000051498E|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632685|URS000054D04F|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632685|URS000056B452|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632685|URS0000657AE0|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632685|URS00006A5B7D|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632685|URS0000A0AF53|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632685|URS00019E549B|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632685|URS00019F0913|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632687|URS00000CBD3B|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632687|URS00000D7CD1|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632687|URS000020DE05|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632687|URS0000505E42|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632687|URS000058761A|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632687|URS00005D76EC|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632687|URS0000AF7F73|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632688|URS00001DA089|tRNA|RNAcentral|https://rnacentral.org/downloads|632617|9606
chr1|632686|URS00008E8387|tRNA|RNAcentral|https://rnacentral.org/downloads|632618|9606
chr1|632643|URS00008FA249|tRNA|RNAcentral|https://rnacentral.org/downloads|632619|9606
chr1|632663|URS00008EF91F|tRNA|RNAcentral|https://rnacentral.org/downloads|632619|9606
chr1|632665|URS00008F43D0|tRNA|RNAcentral|https://rnacentral.org/downloads|632619|9606
chr1|632666|URS00008ED164|tRNA|RNAcentral|https://rnacentral.org/downloads|632619|9606
chr1|632687|URS0000DD275B|tRNA|RNAcentral|https://rnacentral.org/downloads|632622|9606
chr1|632687|URS0000DE6CB8|tRNA|RNAcentral|https://rnacentral.org/downloads|632624|9606
chr1|632687|URS0000DEBC7C|tRNA|RNAcentral|https://rnacentral.org/downloads|632625|9606
chr1|632687|URS0000E29D2E|tRNA|RNAcentral|https://rnacentral.org/downloads|632627|9606
chr1|632687|URS0000DBBB60|tRNA|RNAcentral|https://rnacentral.org/downloads|632629|9606
chr1|632687|URS0000DE381B|tRNA|RNAcentral|https://rnacentral.org/downloads|632631|9606
chr1|632687|URS0000DEF24D|tRNA|RNAcentral|https://rnacentral.org/downloads|632638|9606
chr1|632687|URS0000A56A50|tRNA|RNAcentral|https://rnacentral.org/downloads|632639|9606
chr1|632687|URS0000DE223A|tRNA|RNAcentral|https://rnacentral.org/downloads|632639|9606
chr1|632687|URS0000DF2285|tRNA|RNAcentral|https://rnacentral.org/downloads|632641|9606
chr1|632687|URS0000DC284A|tRNA|RNAcentral|https://rnacentral.org/downloads|632642|9606
chr1|632687|URS0000DD2867|tRNA|RNAcentral|https://rnacentral.org/downloads|632644|9606
chr1|632687|URS0000DEA00F|tRNA|RNAcentral|https://rnacentral.org/downloads|632650|9606
chr1|632687|URS0000DC5703|tRNA|RNAcentral|https://rnacentral.org/downloads|632652|9606
chr1|632687|URS0000A65008|tRNA|RNAcentral|https://rnacentral.org/downloads|632657|9606
chr1|632687|URS0000DF0E3E|tRNA|RNAcentral|https://rnacentral.org/downloads|632665|9606
chr1|632687|URS0000DD0D86|tRNA|RNAcentral|https://rnacentral.org/downloads|632667|9606
chr1|632685|URS0000D53EF0|miRNA|RNAcentral|https://rnacentral.org/downloads|632668|9606
chr1|632687|URS0000DED765|tRNA|RNAcentral|https://rnacentral.org/downloads|632669|9606
chr1|632687|URS0000DD9790|tRNA|RNAcentral|https://rnacentral.org/downloads|632671|9606
chr1|632755|URS000082FF94|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS000001544D|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000017BA7|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000097F6F|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS000009881F|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00000A62E0|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000141B54|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS000016A07B|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00001D960B|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00001E3AC3|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00001E654F|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00001ED477|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00001F83C4|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000204F15|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS000020BC93|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00002131C4|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000220BC3|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00002386E4|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS000024EFA3|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS000025AA88|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00002F1B84|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00003312B1|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000389FFD|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00003962F3|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00003BE24C|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000440110|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00004547D3|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS000045E9A2|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00004697E6|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000473331|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000488CED|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00004902D1|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000499699|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00005189F5|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00005813D2|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000583E80|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS000059E280|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00005CA10C|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000738482|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000759366|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00007616D4|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000773542|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000779EE1|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS000077A9DC|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS000077D1B6|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00007D07F2|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000850F81|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00009E449E|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000A05C13|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000A0E797|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000A29015|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000B76ADB|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000B960BD|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000DBFAA0|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000DC6D2E|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000DD6DEF|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000E2089B|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000E41D26|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0000EE7B40|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS0001CA227A|tRNA|RNAcentral|https://rnacentral.org/downloads|632689|9606
chr1|632756|URS00019A7CE7|tRNA|RNAcentral|https://rnacentral.org/downloads|632690|9606
chr1|632760|URS0000DDC656|tRNA|RNAcentral|https://rnacentral.org/downloads|632693|9606
chr1|632756|URS0000776A8D|tRNA|RNAcentral|https://rnacentral.org/downloads|632694|9606
chr1|632756|URS000075925A|tRNA|RNAcentral|https://rnacentral.org/downloads|632701|9606
chr1|632756|URS000276F749|tRNA|RNAcentral|https://rnacentral.org/downloads|632720|9606
chr1|632756|URS0000766C93|tRNA|RNAcentral|https://rnacentral.org/downloads|632722|9606
chr1|632756|URS0000DD1FE1|tRNA|RNAcentral|https://rnacentral.org/downloads|632733|9606
chr1|632756|URS0000DEE865|tRNA|RNAcentral|https://rnacentral.org/downloads|632738|9606
chr1|633463|URS00008C16D7|lncRNA|RNAcentral|https://rnacentral.org/downloads|632769|9606
chr1|633592|URS0001FB0DDE|lncRNA|RNAcentral|https://rnacentral.org/downloads|633366|9606
chr1|633533|URS000061CC6B|tRNA|RNAcentral|https://rnacentral.org/downloads|633456|9606
chr1|633532|URS0000302167|tRNA|RNAcentral|https://rnacentral.org/downloads|633463|9606
chr1|633489|URS0002D135E0|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633501|URS00026C4DA2|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633522|URS00002BBA68|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS000000EE2E|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS0000044942|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS000006DD90|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS00000889D7|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS000011830E|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS000013F6E3|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS0000148304|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS0000172BA5|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS000018AF6E|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS00001DBCFE|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS00001E8760|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS00001F4C99|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS000020127C|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS0000206F1C|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS0000271A34|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS00002789C4|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS0000283710|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS000029527D|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS000029680B|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS00002E6176|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS000033B98C|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS0000347FEF|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS0000349549|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS00003B9337|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS00003BE0FD|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS00003C7688|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS0000418E19|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS000044D4F2|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS0000460752|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS0000466D15|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS0000479870|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS000049A3D7|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS00004BC6B7|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS00004FCB4B|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS00005062F6|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS000052062D|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS000058EE0E|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
chr1|633533|URS00005A8163|tRNA|RNAcentral|https://rnacentral.org/downloads|633464|9606
